Age,Abies,Cupressaceae,Larix,Picea,Pinus,Alnus,Betula,Populus,Quercus,Salix,Ulmus,Ambrosia,Artemisia,Asteraceae,Chenopodium,Cyperaceae,Poaceae,Aquatics
6188,0,2.955697959,0.191338695,1.929336834,49.24505381,2.414975363,9.710142141,0.26637098,8.00383004,0.484920629,0.848546943,2.999073136,3.149417574,0.576204555,1.924056772,1.097939805,7.851428119,1.33287481
6238,0,3.222504402,0.168140458,2.03929658,49.88364242,2.343926707,9.079087281,0.354764331,7.535002039,0.576913564,0.687441947,3.335805731,3.547579647,0.672224864,1.946985106,1.011105625,7.220370123,1.280781975
6288,0,3.338099545,0.144942221,2.061765386,50.38260672,2.272878051,8.696683187,0.443157681,7.165985982,0.668906499,0.52633695,3.588169606,3.779974103,0.768245172,1.969913441,0.924271445,6.789842025,1.22868914
6338,0,3.064865631,0.121743984,1.859257487,50.52253707,2.201829395,8.95366678,0.531551032,7.053629212,0.760899434,0.365231953,3.623585345,3.586108972,0.864265481,1.992841776,0.837437265,6.874962233,1.176596305
6388,0,2.774349506,0.100278857,1.586214342,49.46459744,2.477040601,9.923821237,0.633787124,6.874007765,0.709873307,0.439025526,3.353894155,3.547678465,0.882185608,2.264813531,0.852223801,7.672546369,1.064018743
6438,0,2.62695158,0.098744493,1.436230407,49.4931395,2.851165188,10.60305241,1.186927308,6.151924602,0.658847179,0.613963417,3.512935714,3.376880312,0.62660402,2.072239108,1.0066539,7.738855266,1.054076007
6488,0,2.479553654,0.097210128,1.286246471,49.52168157,3.225289774,11.28228359,1.740067492,5.429841439,0.607821051,0.788901308,3.671977273,3.20608216,0.371022432,1.879664685,1.161084,7.805164163,1.04413327
6538,0,2.193346592,0.068999206,1.20154813,48.68327027,3.514085314,11.85997187,1.447383796,5.133175815,0.574262144,0.868904325,3.634617779,3.253232551,0.465596581,1.988208621,1.138006646,8.755482089,0.868633569
6588,0,2.078649052,0.038468584,1.408172617,47.8641813,3.821606747,11.43970469,1.153672398,5.402800767,0.669211381,0.79498321,4.190424376,3.643968011,0.591306527,1.905522979,1.075340779,8.72679138,0.776967577
6638,0,1.963957248,0.007937962,1.622523034,47.05756396,4.112113987,10.9992261,0.864590076,5.698742528,0.767284144,0.711764079,4.76170578,4.022360226,0.717060355,1.808959861,1.011133225,8.688825891,0.691571584
6688,0,1.874813149,0.022508958,1.929696922,46.38798415,4.319368896,10.75230934,0.987332409,6.031801063,0.865356907,0.675644496,5.169019052,4.387647218,0.712127492,1.805303917,0.976301831,8.185908847,0.718971487
6738,0,1.794645271,0.052926469,2.269484462,45.76655266,4.497372985,10.5734008,1.25476989,6.377900627,0.96342967,0.656073404,5.5187219,4.748329671,0.661277684,1.834291034,0.951791792,7.519630446,0.786002382
6788,0.10457749,1.985180423,0.083343979,2.442260236,46.53222374,4.137791733,10.33088278,1.482517182,6.313195217,0.964544499,0.597901475,5.410029726,4.689657217,0.661827246,2.006211209,0.975934518,7.132256977,0.863913831
6838,0.278873308,2.444725763,0.081668812,2.312253905,47.9887962,3.560847761,10.01379871,1.372969222,5.819239006,0.895774566,0.514293393,5.326174045,4.316433437,0.753982856,2.334969802,1.075390959,7.090072325,0.904276324
6888,0.453169125,2.966796197,0.058598526,2.066904846,48.98728219,3.104354142,9.824506491,1.067222898,5.296539098,0.827004633,0.441606258,5.498165104,3.936821587,0.870087399,2.678674427,1.189918437,7.203012974,0.911748001
6938,0.627464943,3.488866632,0.03552824,1.821555787,49.98576819,2.647860524,9.635214274,0.761476574,4.77383919,0.758234699,0.368919123,5.670156163,3.557209737,0.986191942,3.022379051,1.304445914,7.315953624,0.919219679
6988,0.80176076,4.010937066,0.012457954,1.576206729,50.98425419,2.191366905,9.445922058,0.45573025,4.251139282,0.689464766,0.296231989,5.842147223,3.177597888,1.102296484,3.366083676,1.418973391,7.428894273,0.926691356
7038,0.809541823,4.185353147,0,1.482669374,51.41852431,2.168881668,10.02014089,0.433157205,4.044850821,0.842715396,0.466864782,5.83752918,3.146510691,0.923033257,3.324238409,1.185523426,7.379392346,0.54099205
7088,0.650808132,3.971891812,0,1.555232343,52.47514925,2.145348422,10.03679005,0.701981695,3.955303689,0.947731382,0.600134076,5.543620058,3.253995133,0.75963059,3.052445615,0.915254346,7.039106209,0.263168053
7138,0.492074442,3.758430477,0,1.798884322,52.82039549,1.80914225,9.38440381,0.929832599,3.968683074,0.689743668,0.461150595,5.430710571,3.441817661,0.92047178,2.756733305,0.88617508,7.147696218,0.547457113
7188,0.333340751,3.544969141,0,2.042536301,53.16564173,1.472936078,8.732017571,1.157683502,3.982062459,0.431755955,0.322167114,5.317801085,3.629640189,1.081312971,2.461020995,0.857095814,7.256286226,0.831746172
7238,0.17460706,3.38166405,0.009484315,1.909902989,53.19227517,1.42810303,8.603687874,1.319697345,3.592646383,0.309520101,0.329202368,5.343406499,3.890666491,1.040427326,2.446870623,0.769686589,7.306240324,0.747284583
7288,0.015873369,3.254678997,0.025836582,1.667017091,52.87015217,1.54077776,8.659579836,1.408897313,3.069371974,0.230153255,0.375891777,5.49904217,4.181517761,0.924415953,2.562167401,0.695527722,7.404736891,0.50414175
7338,0.098046072,2.979882656,0.042188849,1.290238213,52.69417158,1.65531142,9.114101716,1.503610828,2.543458538,0.322286612,0.42160613,5.657100529,4.549766496,0.813012638,2.669576231,0.630521731,7.151365982,0.272752823
7388,0.206986152,2.688662838,0.058541116,1.357609479,51.90156202,1.79896831,10.16489939,1.684703257,2.190276285,0.465032239,0.452044596,5.783100475,4.648335429,0.773802238,2.65340721,0.708910791,6.660867601,0.225508421
7438,0.315926232,2.39744302,0.074893383,1.424980744,51.10895246,1.9426252,11.21569707,1.865795686,1.837094032,0.607777866,0.482483062,5.90910042,4.746904362,0.734591839,2.63723819,0.787299852,6.17036922,0.178264019
7488,0.424866313,2.110269001,0.09124565,1.477443085,50.55708398,2.079286062,12.05877159,2.012055821,1.508776887,0.742593338,0.493949545,6.050520799,4.811859822,0.692736832,2.60815542,0.862738682,5.673011656,0.123089461
7538,0.444475527,2.493696657,0.096608973,1.56883155,51.81561223,2.133754747,11.33533981,1.769802685,1.383899471,0.827545845,0.387397049,6.202982515,4.44947258,0.671054659,2.392342356,0.84405321,5.36780606,0.138347365
7588,0.444475527,3.023188004,0.096311325,1.681891879,53.12701218,2.141389303,10.64624019,1.458995014,1.276134035,0.914318439,0.291718832,6.345318481,4.07112534,0.669755292,2.147157635,0.788024774,5.106457208,0.197647308
7638,0.445663881,3.55010908,0.096013677,1.801342996,54.34288884,2.1525096,10.02317814,1.154551158,1.16801639,1.003570343,0.204575935,6.465131813,3.709082432,0.668376603,1.909240558,0.732911805,4.859086231,0.262991623
7688,0.475372734,4.015343629,0.095716028,2.074173014,53.26620639,2.247287639,10.98501812,1.002838877,1.051445709,1.15232568,0.322280741,6.044401946,3.73834351,0.665094159,1.845746931,0.699770054,4.947184249,0.473400868
7738,0.505081588,4.480578178,0.09541838,2.347003033,52.18952394,2.342065679,11.94685809,0.851126595,0.934875028,1.301081017,0.439985547,5.62367208,3.767604588,0.661811716,1.782253305,0.666628302,5.035282267,0.683810112
7788,0.534790441,4.84292224,0.095120732,2.642085859,51.35292109,2.377968866,12.82653137,0.699414313,0.826449891,1.404474045,0.557690353,5.089963592,3.784760355,0.658529272,1.744115364,0.633486551,5.206463051,0.851951749
7838,0.530859731,4.83124373,0.114301711,2.958801983,52.14705795,2.133226791,12.92528884,0.600466167,0.763903369,1.328263662,0.558990862,4.357452595,3.713707786,0.676523475,1.774396975,0.631446855,5.478374713,0.735677252
7888,0.508006767,4.699470591,0.162857267,3.458418252,53.31095179,1.882742301,12.58415771,0.560715742,0.747754456,1.241493239,0.564215657,3.742135975,3.51763729,0.591582488,1.847497266,0.658709224,5.623636425,0.543713737
7938,0.485153803,4.567697452,0.211412822,3.95803452,54.47484564,1.632257811,12.24302658,0.520965317,0.731605544,1.154722817,0.569440452,3.126819355,3.321566794,0.506641501,1.920597557,0.685971592,5.768898138,0.351750222
7988,0.462300839,4.435924312,0.259968378,4.457650789,55.63873948,1.381773321,11.90189545,0.481214892,0.715456631,1.067952394,0.574665247,2.511502735,3.125496298,0.421700514,1.993697848,0.713233961,5.91415985,0.159786707
8038,0.453999094,4.313284476,0.298326468,4.877538309,56.63991766,1.197754391,11.55248495,0.415692088,0.719140997,0.981707874,0.604820666,2.08190077,2.914645412,0.336169356,2.076537309,0.724189085,6.041656991,0.004994914
8088,0.533362155,4.181745794,0.370813516,4.339551437,56.09581418,1.457016633,12.22348708,0.353231908,0.672086907,0.918902604,0.920873086,2.641531009,2.972573849,0.411999496,2.21208308,0.815360223,5.810231619,0.077827889
8138,0.612725216,4.068655352,0.422461302,3.741108578,55.84754225,1.73074579,12.72267848,0.306145261,0.644286106,0.856097334,1.116473729,3.154615065,2.933375137,0.512198451,2.309174158,0.999542691,5.671742193,0.135146937
8188,0.692088277,3.95556491,0.371886621,3.275587104,57.01866986,1.956146477,12.37359768,0.259058613,0.760040713,0.793292063,0.828828324,3.450186979,2.404041553,0.605304297,2.25683331,1.407104695,5.791991146,0.117496944
8238,0.771451338,3.842474467,0.321311941,2.81006563,58.18979747,2.181547163,12.02451688,0.211971966,0.87579532,0.730486793,0.541182919,3.745758893,1.874707969,0.698410142,2.204492462,1.814666699,5.9122401,0.099846952
8288,0.850814399,3.513292941,0.310932909,3.017198621,59.55294532,1.822836329,12.26629939,0.380517499,0.926409442,0.68571804,0.475730907,3.24486653,1.987289994,0.674792048,2.20794499,1.421696281,5.270829538,0.100059909
8338,0.930179428,3.241694407,0.308103227,3.288571056,60.80674616,1.515611314,12.1198745,0.585730693,0.988625325,0.666670905,0.419664709,2.675311537,2.427766585,0.613997942,2.239581868,0.922025867,4.54553478,0.093064885
8388,1.009546274,3.147294031,0.309749655,3.796502948,59.80035108,1.663534509,12.00195865,0.648282647,1.034208149,0.666670905,0.434792516,3.001273205,2.859122539,0.549190721,2.479366473,0.60557648,4.18570942,0.125042861
8438,1.088913119,2.929303935,0.284389963,4.466743735,58.36965556,2.068718147,12.56293454,0.5067155,1.042608169,0.666670905,0.448655926,3.404949673,2.970526798,0.378822056,2.682853697,0.662972269,4.083511596,0.164265964
8488,1.168279965,2.711313839,0.25903027,5.136984522,56.93896004,2.473901785,13.12391043,0.365148354,1.051008188,0.666670905,0.462519337,3.80862614,3.081931058,0.208453391,2.886340921,0.720368059,3.981313772,0.203489066
8538,1.24764681,2.606630715,0.26265396,4.388677793,56.63543841,2.924437442,13.82266428,0.382905352,1.134616182,0.697698284,0.401198406,3.66395085,3.30082172,0.105610665,2.809764793,0.920549927,3.894447599,0.204809678
8588,1.327013656,2.473240749,0.294290754,3.841600885,57.40292514,3.221388855,13.23164176,0.504604758,1.21680293,0.728725662,0.34036248,3.735270387,3.403187493,0.165579047,2.728924928,0.922073844,3.587294744,0.204466542
8638,1.155585508,2.378967363,0.325927549,3.613743653,58.72143662,2.958820614,12.78007317,0.626304165,1.223456078,0.715307607,0.279526555,3.025977014,3.175620362,0.225547429,2.496299801,0.923597761,3.666193107,0.204123405
8688,0.9623491,2.313650515,0.252153912,3.93539814,60.28526426,2.620343875,11.71425682,0.744813529,1.145803262,0.645215019,0.219108619,2.494695225,2.89485329,0.336835002,2.23061884,0.741555432,3.907899594,0.178434166
8738,0.769112692,2.319065688,0.181543407,4.218092765,61.00918219,2.181025113,11.0846418,0.809360735,1.074323675,0.567921106,0.224619905,2.121357806,2.803168387,0.433918031,2.104944595,0.615600527,4.084435677,0.133126371
8788,0.575876284,2.373177136,0.123632313,4.421053966,61.10539706,1.671374105,10.83274869,0.835146901,1.014990664,0.490627194,0.277831767,1.838113127,2.850825333,0.515647445,2.082615336,0.548387102,4.201017609,0.076114864
8838,0.487442897,2.375019778,0.124529904,4.997221369,61.37286925,1.24750166,10.55035764,0.761633916,0.973463183,0.498153207,0.331248704,1.661292078,2.835316633,0.525276428,2.058260302,0.53017902,4.232414144,0.04845643
8888,0.62171593,2.303031471,0.175523782,5.758245388,61.69544408,1.023222662,10.25485516,0.603532768,0.947103375,0.665995298,0.384840336,1.764914417,2.73491067,0.473486526,2.056261151,0.553716232,4.268079213,0.045802465
8938,0.771624249,2.196163202,0.242152947,7.103753915,61.70803741,0.93447302,9.969216748,0.454182231,0.953042385,0.833837389,0.429156699,1.610294632,2.481071954,0.372209619,1.841897492,0.539792335,4.638732418,0.064449666
8988,0.926470027,2.078280208,0.31371957,8.633836498,61.62274186,0.888522122,9.686693299,0.307595044,0.969181021,1.001679481,0.47054403,1.374124704,2.178780789,0.255305237,1.560471356,0.514038615,5.115171351,0.08982355
9038,1.081315805,1.99014419,0.337838669,9.406103912,60.67722526,0.85965811,9.97616382,0.259102382,0.995871946,1.182181661,0.543172478,1.203369665,1.98281744,0.202321605,1.37693519,0.537022006,5.707263068,0.091575949
9088,1.236161583,1.916006749,0.339629522,9.821752423,59.32689877,0.838834987,10.53480797,0.256771848,1.027528653,1.368641531,0.630502628,1.063398105,1.836890711,0.179418326,1.239464893,0.582940507,6.353779623,0.082212355
9138,1.391007361,1.841869308,0.341420374,10.23740093,57.97657227,0.818011863,11.09345213,0.254441314,1.05918536,1.555101401,0.717832779,0.923426545,1.690963982,0.156515047,1.101994595,0.628859009,7.000296179,0.072848761
9188,1.369971672,1.969847322,0.325836551,9.925735664,57.02545601,0.765062129,11.70345552,0.235724128,1.056518263,1.530080685,0.753745686,1.029473026,1.783817316,0.22219472,1.178237822,0.641867276,6.906116206,0.063485167
9238,1.282832275,2.184258394,0.307424292,9.523427428,56.00549979,0.693499789,12.37535122,0.214339347,1.04826357,1.414425431,0.781288345,1.188951682,1.982455401,0.302294873,1.312691305,0.649518064,6.590986882,0.054121573
9288,1.195692878,2.398669466,0.289012033,9.121119192,54.98554358,0.621937449,13.04724692,0.192954565,1.040008876,1.298770177,0.808831003,1.348430338,2.181093485,0.382395026,1.447144789,0.657168851,6.275857559,0.044757979
9338,1.108553481,2.613080538,0.270599774,8.718810957,53.96558736,0.550375109,13.71914262,0.171569784,1.031754183,1.183114923,0.836373662,1.507908994,2.37973157,0.462495179,1.581598272,0.664819639,5.960728236,0.035394385
9388,1.021414084,2.82749161,0.252187515,8.316502721,52.94563115,0.478812769,14.39103832,0.150185003,1.023499489,1.06745967,0.86391632,1.66738765,2.578369655,0.542595332,1.716051755,0.672470427,5.645598913,0.026030791
9438,0.950675736,3.089621045,0.452596889,9.822957308,49.5007283,0.40685087,15.03387964,0.192919634,1.170632683,0.951804416,1.031930603,1.855500155,2.837930677,0.446624847,1.738554012,0.680407322,5.695988099,0.016667197
9488,0.894718529,3.320062977,0.701040279,11.75833516,45.59063792,0.34989265,15.6655286,0.249729258,1.348870311,0.855605519,1.23078012,2.041031059,3.105815676,0.312004708,1.723482154,0.688407022,5.825672618,0.007303603
9538,0.967341787,2.865038105,0.800713651,9.585055162,24.93559511,0.462287272,11.30383077,0.10203885,1.445905565,0.784316842,0.729869097,1.408859306,2.711066736,0,1.294108047,0.2040777,4.757165074,0.003899287
9588,1.039965044,2.579404294,0.671288567,8.498880697,27.08966149,0.548893483,10.91187029,0.099786739,1.251064649,0.893248265,0.825512523,1.275136265,2.807511093,0,1.33518155,0.199573479,4.767232329,0.031751337
9638,1.112588301,2.293770484,0.541863484,7.412706232,29.24372786,0.635499693,10.5199098,0.097534629,1.056223733,1.002179688,0.92115595,1.141413224,2.903955451,0,1.376255054,0.195069258,4.777299585,0.059603387
9688,1.185211558,2.008136673,0.4124384,6.326531767,31.39779424,0.722105903,10.12794932,0.095282518,0.861382817,1.111111111,1.016799376,1.007690183,3.000399809,0,1.417328557,0.190565037,4.78736684,0.087455437
9738,1.257834816,1.782637078,0.347328987,6.010347643,32.40505069,0.849950715,9.928309199,0.077351485,0.787775097,1.220042534,0.850866337,1.136978814,3.126387573,0,1.423629796,0.192626017,4.536492848,0.077351485
9788,1.330458073,1.578265722,0.304816972,5.964700665,33.00937393,0.992284766,9.796241099,0.053911641,0.756762823,1.328973957,0.593028053,1.358676952,3.262755452,0,1.417713753,0.19699369,4.193936794,0.053911641
9838,1.277515338,1.70259578,0.262304957,5.82617655,33.7933996,1.022576862,9.365192344,0.030471797,0.790698527,1.249562379,0.335189769,1.647644353,3.197325335,0,1.503334301,0.201361363,3.9708586,0.09490909
9888,1.219340687,1.840621729,0.219792942,5.683782555,34.58491288,1.048200542,8.921686063,0.007031953,0.827340396,1.162303177,0.077351485,1.93941464,3.123486968,0,1.592768873,0.205729036,3.752758649,0.138591427
9938,1.161166036,1.855177272,0.251733273,5.954968158,34.9481144,1.043969263,8.591163941,0.022843567,0.869328194,1.075043974,0.091374269,1.951428334,2.951468553,0,1.612367103,0.217467922,3.660051583,0.210103438
9988,1.102991385,1.816816927,0.315581753,6.40340216,35.12775376,1.026943002,8.309063603,0.055477235,0.913607105,0.987784771,0.221908939,1.843546344,2.737372974,0,1.602035472,0.232365901,3.621084325,0.293542452
10038,1.044816734,1.778456582,0.379430233,6.851836163,35.30739311,1.009916741,8.026963264,0.088110902,0.957886016,0.900525569,0.352443609,1.735664354,2.523277395,0,1.591703841,0.24726388,3.582117067,0.376981466
10088,0.986642083,1.740096237,0.443278713,7.300270165,35.48703246,0.992890479,7.744862925,0.12074457,1.002164927,0.813266366,0.482978279,1.627782364,2.309181816,0,1.58137221,0.262161858,3.543149808,0.460420481
10138,0.928467431,1.701735892,0.507127193,7.748704168,35.66667181,0.975864218,7.462762587,0.153378237,1.046443838,0.726007163,0.613512949,1.519900374,2.095086238,0,1.57104058,0.277059837,3.50418255,0.543859495
10188,0,0.22483178,0.570975673,5.707330487,18.11755952,0.006469979,3.421001553,0.186011905,0.391433747,0,0.744047619,0.449663561,0.244241718,0,0.510319617,0.291957816,1.094235249,0.093005953
10238,0,0.180080085,0.601295126,7.255942559,17.05889132,0.020351624,3.163119565,0.180080085,0.441566664,0,0.679617094,0.339808547,0.261486579,0.040703247,0.419672778,0.300647563,1.041319527,0.100215854
10288,0,0.150511354,0.611064531,9.518471521,15.45136837,0.053176823,2.824577133,0.150511354,0.513729999,0,0.495691771,0.247845885,0.363218645,0.106353646,0.296513151,0.305532265,0.960754504,0.101844089
10338,0,0.120942623,0.620833935,11.78100048,13.84384542,0.086002022,2.486034701,0.120942623,0.585893334,0,0.311766448,0.155883224,0.464950711,0.172004044,0.173353525,0.310416968,0.880189482,0.103472323
