"Age","Mean","CI","Infe","Supe"
7,0.0335218003334831,0.9,0.020256607878124,0.0459212248441434
8,0.0335095181958041,0.9,0.0194397220696505,0.0467134942364619
9,0.0334972360581251,0.9,0.0205150394700163,0.0468768806637286
10,0.0334849539204461,0.9,0.0197760299630234,0.0468604173711677
11,0.0336917936438782,0.9,0.0196315363516234,0.0478040490289887
12,0.0338986333673104,0.9,0.0200086181688478,0.0475706503788906
13,0.0341474811673191,0.9,0.0209386956344204,0.0485062468921812
14,0.0343963289673278,0.9,0.0202786300082871,0.0487313414218581
15,0.0346451767673365,0.9,0.0199655946568736,0.0491109775716543
16,0.0348940245673452,0.9,0.019895208098444,0.049377329426256
17,0.0351428723673538,0.9,0.0205537774257754,0.0492783402478917
18,0.0353917201673625,0.9,0.020714747963989,0.0501634605658009
19,0.0355879135007046,0.9,0.0216618208178155,0.0500901515593367
20,0.0357841068340466,0.9,0.0207218038656787,0.0503598863059315
21,0.0359803001673886,0.9,0.0213167219340808,0.0508040070621097
22,0.0361764935007307,0.9,0.0215600381110931,0.0513100843622384
23,0.0363726868340727,0.9,0.0213325868004052,0.050914847145391
24,0.036529326638003,0.9,0.0220879801739788,0.0519757440985687
25,0.0366859664419332,0.9,0.0215904080830061,0.0526382492847129
26,0.0368426062458635,0.9,0.0217212722571126,0.0526058119962524
27,0.0371317753679756,0.9,0.0212104751678136,0.0537796939120929
28,0.0374209444900877,0.9,0.0203667517466386,0.0528574513979192
29,0.0372890255751627,0.9,0.0210768873779784,0.0545643094643287
30,0.0371571066602378,0.9,0.0198287524757751,0.053803539794724
31,0.0370251877453128,0.9,0.0196765571511548,0.0544570304935195
32,0.0368932688303879,0.9,0.0185552996802929,0.0551577117596345
33,0.0367613499154629,0.9,0.0189486351561767,0.0544997068846428
34,0.036629431000538,0.9,0.0167282447419048,0.0554415121688117
35,0.036497512085613,0.9,0.0179334245802058,0.0550925967447376
36,0.0363655931706881,0.9,0.0164916617605466,0.0555437186449979
37,0.0362336742557631,0.9,0.0168563093146074,0.0559008504907715
38,0.0361017553408382,0.9,0.0147051741315975,0.0560574700508879
39,0.0360067884925799,0.9,0.0157071327557673,0.0566071704372864
40,0.0359118216443216,0.9,0.0152512991198202,0.0560679977760031
41,0.0359211889529261,0.9,0.0145836509833644,0.0568177019084653
42,0.0359305562615305,0.9,0.0153702812488676,0.0572609971965685
43,0.035939923570135,0.9,0.0141864680005327,0.057565580187389
44,0.0359492908787394,0.9,0.0129444276524829,0.0585175235947042
45,0.0359586581873439,0.9,0.0129317992754499,0.0591580592930671
46,0.0359680254959484,0.9,0.0122911881310085,0.0588463966200329
47,0.036140482489738,0.9,0.0131666715386824,0.0601773512395842
48,0.0363129394835276,0.9,0.0118474517681476,0.0606468804117357
49,0.0360344157879234,0.9,0.0131729554990879,0.0597796288255934
50,0.0357232124436704,0.9,0.0121895597104346,0.059211117958936
51,0.0354120090994175,0.9,0.0128250137984152,0.057569963956322
52,0.0351008057551645,0.9,0.0111981152718325,0.0582348214994554
53,0.0347896024109116,0.9,0.011016331059595,0.0575184750912108
54,0.0344783990666586,0.9,0.0115992163563014,0.0573637737675245
55,0.0341671957224057,0.9,0.0114193645334399,0.0564660147424615
56,0.0338559923781528,0.9,0.0107470295839535,0.0556687875140448
57,0.0335447890338998,0.9,0.0134535481832074,0.0553122277143627
58,0.0330006350916077,0.9,0.0122549813063954,0.0554761891067206
59,0.0324656149326488,0.9,0.0116601205859085,0.0532761422093145
60,0.03193059477369,0.9,0.0100700836565705,0.0537722095445361
61,0.0313955746147312,0.9,0.010975461865095,0.0525811650228947
62,0.0308605544557723,0.9,0.0104059835777205,0.0514234971420931
63,0.0303255342968135,0.9,0.0107724668392411,0.0507244022222507
64,0.0297905141378547,0.9,0.0101757325803975,0.0504820081990157
65,0.0293090525066736,0.9,0.00909412975821967,0.0495297726140768
66,0.0288275908754926,0.9,0.01018496256243,0.0486962503958989
67,0.0283461292443116,0.9,0.00864878152178522,0.0472535771425169
68,0.0278646676131305,0.9,0.007342961404172,0.0476233128600108
69,0.0273832059819495,0.9,0.00910045652183116,0.0462612378561244
70,0.0269017443507684,0.9,0.00717600393778461,0.0458587935152462
71,0.0261338357271631,0.9,0.00903138848417103,0.044378850882002
72,0.0253659271035578,0.9,0.00888073881549624,0.0422875086623719
73,0.0245980184799525,0.9,0.00864877036223438,0.0410533100648717
74,0.0238301098563473,0.9,0.00821034433074355,0.039216262057479
75,0.0231102793013694,0.9,0.00816699106967997,0.0377957760283998
76,0.0223904487463916,0.9,0.00756546725912542,0.0364946842874603
77,0.0216706181914137,0.9,0.00747121092144413,0.035951153098463
78,0.0209507876364359,0.9,0.00818248468765303,0.0341102942398431
79,0.0202996596981247,0.9,0.00792408025086525,0.0324654119046438
80,0.0196485317598136,0.9,0.00771617998625241,0.0314626533545516
81,0.0189974038215024,0.9,0.00783023703223028,0.0296770217890262
82,0.0183462758831912,0.9,0.00720546576663842,0.0289692332565489
83,0.0177219948985837,0.9,0.0077257959469863,0.0273817260707915
84,0.0170977139139763,0.9,0.00781652095624337,0.0257673163629393
85,0.0164734329293688,0.9,0.00861317862093001,0.0248107055224396
86,0.0158491519447613,0.9,0.00773160004087088,0.0239612961649966
87,0.0152441434601539,0.9,0.00821871655252844,0.0222741911631435
88,0.0146391349755464,0.9,0.00853814604359151,0.0206330048165407
89,0.0140341264909389,0.9,0.0082375328633404,0.0197660658120059
90,0.0134291180063315,0.9,0.00804249530209915,0.018440037022162
91,0.012824109521724,0.9,0.00818271470796668,0.0173099316189697
92,0.0123608054292734,0.9,0.00846905358622586,0.0163048577821916
93,0.0122844214050046,0.9,0.00826921150401787,0.0160542679809115
94,0.0122080373807358,0.9,0.00869980213283239,0.0157362567425658
95,0.012131653356467,0.9,0.00875358119466935,0.0155260962518105
96,0.0120552693321982,0.9,0.00877100978559533,0.0154262593073993
97,0.0119788853079295,0.9,0.00878447190020606,0.0151818269990813
98,0.0119025012836607,0.9,0.00883147307492006,0.0149921119458251
99,0.0118109847760585,0.9,0.00894167896198046,0.0146357130048014
100,0.0117194682684564,0.9,0.00898662327109549,0.0143815844462251
101,0.0117040872052987,0.9,0.00924958950036277,0.0144380485418533
102,0.0116887061421411,0.9,0.00908933131771898,0.014315375940803
103,0.0116733250789834,0.9,0.00935134215617926,0.0140337240756551
104,0.0116579440158257,0.9,0.00935287821731125,0.0139546377028379
105,0.011642562952668,0.9,0.0093241966363239,0.0138917238846636
106,0.0116271818895104,0.9,0.00955018553655309,0.013740008881616
107,0.0116118008263527,0.9,0.00944515777509858,0.0137962382261756
108,0.011596419763195,0.9,0.00944051020920779,0.0137352530099638
109,0.0116946766706256,0.9,0.009451331170158,0.0138301584044114
110,0.0117929335780561,0.9,0.00953373860546223,0.0140194835948957
111,0.0118911904854867,0.9,0.00960284760746026,0.0142585733075188
112,0.0119894473929172,0.9,0.00951316723453274,0.0143943941079081
113,0.0120877043003478,0.9,0.00953346824489765,0.0146682367562354
114,0.0121859612077784,0.9,0.00939007117932392,0.0150325787794433
115,0.0124628227439968,0.9,0.00974946214599385,0.0152928700825532
116,0.0127396842802152,0.9,0.0097210304870533,0.0156199905630481
117,0.0130165458164337,0.9,0.0102438087621217,0.0160001166690498
118,0.0132934073526521,0.9,0.0104487490976662,0.0161546897687625
119,0.0133703095518335,0.9,0.0104930257113118,0.0162779074525921
120,0.0134472117510149,0.9,0.0108076677156587,0.0162682423008201
121,0.0135241139501963,0.9,0.0104917441861798,0.0163144349869202
122,0.0136010161493777,0.9,0.0107920199552259,0.0163935829153438
123,0.0136779183485591,0.9,0.010930005767358,0.0166157536237104
124,0.0137287549216144,0.9,0.0106769236747909,0.0167213941598612
125,0.0137795914946697,0.9,0.0106429997407438,0.0170051641830314
126,0.013588624185372,0.9,0.0106344950843518,0.0166250716129162
127,0.0133976568760743,0.9,0.0106405431442475,0.0160280503220263
128,0.0132066895667767,0.9,0.010466144684573,0.0159269845729067
129,0.013015722257479,0.9,0.0104557745529481,0.0154279445537992
130,0.0128247549481813,0.9,0.0103931524174118,0.0152183944698734
131,0.0126337876388837,0.9,0.0102643784176287,0.0149975380993404
132,0.012442820329586,0.9,0.0101433747547241,0.0147024403705196
133,0.0122518530202883,0.9,0.00995607729177117,0.0145196132675779
134,0.0120608857109907,0.9,0.00975233614371587,0.0143027866719956
135,0.011869918401693,0.9,0.00947890603756128,0.0141162085471902
136,0.0116789510923953,0.9,0.00933574902097013,0.0140700718839019
137,0.0114621554093603,0.9,0.00891554171332956,0.013854728266568
138,0.0112453597263253,0.9,0.00874686629755389,0.013793608138446
139,0.0110506068266235,0.9,0.00842693577457515,0.0138104103521887
140,0.0108558539269218,0.9,0.00804391152288657,0.0135559307461945
141,0.0106611010272201,0.9,0.00783229882255847,0.0136453917087607
142,0.0104663481275184,0.9,0.00737932302496288,0.0133978316557263
143,0.0103831388552677,0.9,0.00744746718446955,0.0134797862212753
144,0.010299929583017,0.9,0.00728731109638613,0.0135620031206505
145,0.0102167203107662,0.9,0.00692252369403494,0.0136416817433092
146,0.0101335110385155,0.9,0.00649274139724109,0.0134117423240859
147,0.0100503017662648,0.9,0.00640702854826894,0.0136726112377836
148,0.00996709249401407,0.9,0.00624378033175372,0.0137345604289153
149,0.00988388322176334,0.9,0.0060358304315863,0.0136870249883561
150,0.00980067394951261,0.9,0.00579175248233966,0.0137944829755699
151,0.00971746467726189,0.9,0.0055941301366764,0.0138351997265982
152,0.00963425540501116,0.9,0.00525836161363213,0.0139516030739632
153,0.00955104613276043,0.9,0.00555727131744844,0.0136756604339212
154,0.00946783686050971,0.9,0.00505335275060523,0.0141927518604099
155,0.00947070400492565,0.9,0.00486367174139452,0.0137003507447933
156,0.00947357114934159,0.9,0.00510371619871958,0.01381998881516
157,0.00947643829375753,0.9,0.00532773073613054,0.0136259047680081
158,0.00947930543817347,0.9,0.00523034344980625,0.0134303239978444
159,0.0095283672765288,0.9,0.00540722689060829,0.0133060408107892
160,0.00967928323253119,0.9,0.00573929234171167,0.0137429825507872
161,0.00983143331916422,0.9,0.00620637783997284,0.0135966096030184
162,0.00998358340579724,0.9,0.00632357839640396,0.0135916797412724
163,0.0101357334924303,0.9,0.00657326077140343,0.0136674796491727
164,0.0102878835790633,0.9,0.00664362439901705,0.0137836761057237
165,0.0104400336656963,0.9,0.00703067367681097,0.0137099636637145
166,0.0105921837523293,0.9,0.00722591229816653,0.0139785222563105
167,0.0107443338389624,0.9,0.0075936507357178,0.0142202811209326
168,0.0108964839255954,0.9,0.00758007879280221,0.0141911666063617
169,0.0110486340122284,0.9,0.00757847206842599,0.014298105563239
170,0.0112007840988614,0.9,0.00779098304550772,0.0145753830421969
171,0.0113529341854945,0.9,0.00803236460528224,0.0146957468729349
172,0.0115050842721275,0.9,0.00814653875145306,0.0148425606269772
173,0.0117344463217235,0.9,0.00834984078112377,0.0153167488248529
174,0.0119638083713194,0.9,0.00839285919001559,0.0155451084149724
175,0.0121931704209154,0.9,0.00853096169359882,0.0159178818001713
176,0.0124225324705114,0.9,0.008427708700433,0.0163299265702946
177,0.0124989680495192,0.9,0.00868202190295033,0.0163791998872064
178,0.0125754036285269,0.9,0.00866121587171119,0.0164004434914369
179,0.012620018990868,0.9,0.00883017685091627,0.0165215064980395
180,0.0126646343532091,0.9,0.00874753457885577,0.0165355923239051
181,0.0126928517610047,0.9,0.00873228300992954,0.0167022603640064
182,0.0127210691688004,0.9,0.00873207332828892,0.0169045179312422
183,0.012749286576596,0.9,0.00858937665013785,0.0169038063150949
184,0.0127775039843916,0.9,0.00884495680245071,0.0173088002422896
185,0.0128057213921872,0.9,0.0086419296342587,0.0169742771707949
186,0.0128339387999829,0.9,0.0083162975356772,0.0171835775140003
187,0.0128621562077785,0.9,0.00875384393049442,0.0172695383598923
188,0.0128903736155741,0.9,0.00830677952720449,0.0175826681889662
189,0.0129185910233698,0.9,0.00828552775686552,0.017325416978181
190,0.0129468084311654,0.9,0.00830351353788892,0.0175021100131718
191,0.0129369377185906,0.9,0.00816183032405542,0.0176784264436215
192,0.0129270670060159,0.9,0.00806295714285,0.0179803005662899
193,0.0129171962934412,0.9,0.00811266621068317,0.0177953975533101
194,0.0129344908259645,0.9,0.0077693224438499,0.0181562506892076
195,0.0129517853584878,0.9,0.00759192416751621,0.0180714437092247
196,0.0129690798910111,0.9,0.00776059119830531,0.018257565132242
197,0.0129863744235344,0.9,0.00789156171412041,0.0181300112267628
198,0.0130321433884901,0.9,0.00777300796564573,0.0182423665266408
199,0.0130762344701125,0.9,0.00736633135740292,0.0184739283312368
200,0.0131203255517349,0.9,0.0076343407687322,0.0183318967981364
201,0.0131644166333573,0.9,0.00755314807464386,0.018634106823624
202,0.0132085077149797,0.9,0.00776442775185612,0.0189383864058899
203,0.0131755538269051,0.9,0.00763271820224703,0.0188743540904421
204,0.0131425999388305,0.9,0.00745189260019824,0.0187120558812778
205,0.013109646050756,0.9,0.00725101970659839,0.0188927540320747
206,0.0130766921626814,0.9,0.0070445172893809,0.0188586553668599
207,0.0130437382746068,0.9,0.00761823075924569,0.0184808491819478
208,0.0130107843865323,0.9,0.00729827476669224,0.018666260973267
209,0.0127316477669762,0.9,0.00706980886701892,0.0182809595635726
210,0.0124525111474201,0.9,0.00689794855947513,0.0182076821154873
211,0.0122050332435504,0.9,0.0067895003397407,0.0174890943794123
212,0.0119575553396806,0.9,0.00707405694140607,0.0169130124366718
213,0.0117100774358108,0.9,0.00702532432010469,0.0163458520922694
214,0.011462599531941,0.9,0.00697406027908567,0.0158701152489174
215,0.0112151216280713,0.9,0.00710228173048393,0.0153590650537805
216,0.0109676437242015,0.9,0.00708643217445895,0.0149841496282692
217,0.0107201658203317,0.9,0.00701958768058107,0.0146327364108507
218,0.0104726879164619,0.9,0.0071654869041007,0.013875695138921
219,0.0102248813542588,0.9,0.00699503223468628,0.0134992237729603
220,0.00997707479205569,0.9,0.00715028221954561,0.0129618916442438
221,0.00972926822985258,0.9,0.00692444291555674,0.0125328331489936
222,0.00948146166764947,0.9,0.00679494195471856,0.0120417364837268
223,0.00923365510544636,0.9,0.00680969317263199,0.0116186158833831
224,0.00898584854324324,0.9,0.00672789829490049,0.011305930078242
225,0.0087991268977068,0.9,0.00659387620367091,0.0110914627792861
226,0.00861240525217035,0.9,0.00646499617889713,0.0107684640851131
227,0.00876362432885613,0.9,0.00661526084714831,0.0109994039771294
228,0.00891484340554191,0.9,0.00659411690022889,0.0112612812572316
229,0.00906606248222768,0.9,0.00666480804619687,0.0114973089282124
230,0.00921728155891346,0.9,0.00667959377223229,0.0117787264223563
231,0.00936850063559924,0.9,0.00653329936414318,0.012277793462515
232,0.00951971971228501,0.9,0.00627551422958521,0.0125795690754496
233,0.00967093878897079,0.9,0.00646055805801278,0.01307037203879
234,0.00982215786565657,0.9,0.00607837149914779,0.0135667289617515
235,0.00996458862702703,0.9,0.00599194348619305,0.0137784908240496
236,0.0101070193883975,0.9,0.00597682903248389,0.0144071361055886
237,0.010249450149768,0.9,0.00560247495075548,0.014964110430825
238,0.0103918809111384,0.9,0.00572812713974505,0.0152631427878377
239,0.0105052476058422,0.9,0.0053807098475482,0.0156153444955042
240,0.010618614300546,0.9,0.00478321087726145,0.0164456953649232
241,0.0107319809952498,0.9,0.00466545875193193,0.0167750904580107
242,0.0108453476899536,0.9,0.00457053715029016,0.0173268170732966
243,0.0109587143846574,0.9,0.0040925396958276,0.0179496792439254
244,0.0110720810793612,0.9,0.0040410384952748,0.0179446713925673
245,0.0112325767212327,0.9,0.00377249484905051,0.0183798310976153
246,0.0113930723631043,0.9,0.00384592352716153,0.0190846219049324
247,0.0116026101413395,0.9,0.00314029585612334,0.0197808925598959
248,0.0118121479195747,0.9,0.00317270757028611,0.020304595183818
249,0.0120216856978098,0.9,0.00333195666061443,0.0209817023656198
250,0.012231223476045,0.9,0.00288625684378871,0.021129398607096
251,0.0124407612542802,0.9,0.00306364851363692,0.0219964693702699
252,0.0126502990325154,0.9,0.00262619277728102,0.0225740907501021
253,0.0128598368107506,0.9,0.00370955474078063,0.022693788428271
254,0.0130693745889858,0.9,0.0031374998860093,0.0235037211663756
255,0.013278912367221,0.9,0.00242676170286768,0.02374175262319
256,0.0134884501454562,0.9,0.00248747809955767,0.0248209730458522
257,0.0136979879236913,0.9,0.00216856071330619,0.0247472309332759
258,0.0139075257019265,0.9,0.00212822849755188,0.0251604939028197
259,0.0141622259218284,0.9,0.00279272798508424,0.0259582178522274
260,0.0144169261417302,0.9,0.00238387783441743,0.0268699707574706
261,0.0146716263616321,0.9,0.00251969141284642,0.0271308572307677
262,0.0149360100619261,0.9,0.00133872151886319,0.0272035497324087
263,0.0150799182066646,0.9,0.00147402120304059,0.0282748025989445
264,0.015223826351403,0.9,0.0025113320955217,0.0288309742270419
265,0.0153677344961415,0.9,0.00152942266609098,0.0287059616340721
266,0.0155116426408799,0.9,0.0023624874091626,0.0292141608476603
267,0.0156555507856184,0.9,0.00161187700727677,0.0295542318540157
268,0.0157994589303568,0.9,0.00290574767866274,0.0294731443359482
269,0.0159115913478226,0.9,0.00300959779412159,0.0292043646650441
270,0.0160237237652883,0.9,0.0023947750444247,0.0300996381374397
271,0.016135856182754,0.9,0.00200819359543405,0.0303091500728799
272,0.0162463001317513,0.9,0.00297222928049306,0.029808887380263
273,0.0163567440807485,0.9,0.00214114627811102,0.0309546535702296
274,0.0164671880297458,0.9,0.00266302689764752,0.0302717810318264
275,0.016577631978743,0.9,0.00179464792331714,0.0312604164851713
276,0.0166880759277403,0.9,0.00261878173863741,0.0311968460449229
277,0.0167985198767376,0.9,0.00208056888859841,0.0315278204615436
278,0.0169089638257348,0.9,0.00203865775073171,0.0318443740023908
279,0.0170144932953203,0.9,0.00199537765990732,0.0325628139740782
280,0.0171200227649058,0.9,0.0013955147391018,0.032059095908265
281,0.017103447475232,0.9,0.00303927962048661,0.0322347914025264
282,0.0170868721855583,0.9,0.00200465960244746,0.0319470155475837
283,0.0170702968958845,0.9,0.002182523085656,0.0315740606013562
284,0.0170537216062108,0.9,0.00275960831882224,0.0321389786081772
285,0.017037146316537,0.9,0.00234688175888942,0.0313120431047412
286,0.0170205710268632,0.9,0.00190716362198262,0.0313654298132926
287,0.0170039957371895,0.9,0.00240689992203598,0.0311133654220466
288,0.0169874204475157,0.9,0.00281176521675221,0.0313323522992469
289,0.0169708451578419,0.9,0.00302875092266135,0.0316883799337645
290,0.0169542698681682,0.9,0.00344473886909351,0.031523230112265
291,0.0169387692451611,0.9,0.00273626450640847,0.03115669189883
292,0.016923268622154,0.9,0.00160677644845104,0.0312766497483077
293,0.0169077679991469,0.9,0.00326004707649196,0.0309209140626704
294,0.0168922673761398,0.9,0.00246350342571912,0.0309193148355003
295,0.0168767667531327,0.9,0.00306066366352494,0.0307184930725333
296,0.0173613904046354,0.9,0.00360394243435272,0.0309515240789735
297,0.0178460140561381,0.9,0.00362436895721617,0.0311392956960012
298,0.0183306377076408,0.9,0.00498903541147089,0.0316196667099563
299,0.0189690079221065,0.9,0.00540202689799475,0.032507014720084
300,0.0196073781365721,0.9,0.00545949174503715,0.0332578013139224
301,0.0202457483510378,0.9,0.00594360666882942,0.0347024771885774
302,0.0208841185655035,0.9,0.00586414174414686,0.0352157830629625
303,0.0215224887799691,0.9,0.00693242996055677,0.0366690274790512
304,0.0221608589944348,0.9,0.00763988234924158,0.0366602345860043
305,0.0227992292089005,0.9,0.00744713830931581,0.0378579478834863
306,0.0234375994233661,0.9,0.00752809920818088,0.0393428510986126
307,0.0240759696378318,0.9,0.00769613846256024,0.0411146075272864
308,0.0247143398522975,0.9,0.00784872774810452,0.0414661306174304
309,0.0253558837018983,0.9,0.00829688128601571,0.042280941923904
310,0.0259974275514991,0.9,0.00889831043368176,0.0439394294662466
311,0.0266389714010999,0.9,0.00900038491442542,0.044084501414951
312,0.0272805152507007,0.9,0.0090789779424263,0.0464255286207904
313,0.0276352310784655,0.9,0.00859828215042019,0.0472243783234809
314,0.0279899469062303,0.9,0.00865402677933259,0.0465342506530137
315,0.0283446627339951,0.9,0.0074160314527431,0.0476992278435913
316,0.0286993785617599,0.9,0.00839218946018542,0.0490967691921398
317,0.0288771364080432,0.9,0.00790657758111029,0.0489113065913942
318,0.0290548942543265,0.9,0.00920372798107734,0.0496818011463015
319,0.0292295591422765,0.9,0.00877903403520836,0.0497762119023935
320,0.0294042240302265,0.9,0.00806922840011594,0.0495705425860871
321,0.0295788889181765,0.9,0.00958682573442721,0.0502355768677564
322,0.0297535538061264,0.9,0.00817287259723376,0.0494444733671112
323,0.0299282186940764,0.9,0.00998500652639556,0.0494973371375288
324,0.0301028835820264,0.9,0.00985096328183722,0.0498543881944808
325,0.0302775484699764,0.9,0.00974048026543648,0.0499263200821234
326,0.0304522133579264,0.9,0.00982997933313201,0.0507827213862196
327,0.0306268782458764,0.9,0.00997044906254396,0.0507435389331288
328,0.0308015431338263,0.9,0.00996294492471599,0.0520627883923057
329,0.0309762080217763,0.9,0.0107393741760939,0.0521230038171798
330,0.0309310098312949,0.9,0.0103683766686255,0.0508906696302194
331,0.0308858116408135,0.9,0.0095312754188542,0.0514530981966903
332,0.0308406134503321,0.9,0.0114020073584601,0.0505316867722084
333,0.0307954152598508,0.9,0.00977829311145021,0.0507085196280779
334,0.0307502170693694,0.9,0.0114797607356064,0.0511883096249073
335,0.0310106159403358,0.9,0.0109114272422437,0.0507217326325183
336,0.0312710148113022,0.9,0.00990007777025888,0.0516677448863238
337,0.0315314136822686,0.9,0.0115054781735056,0.0523110260356608
338,0.0317918125532351,0.9,0.0115553273571764,0.0512277416661584
339,0.0320204201658681,0.9,0.0110972879724634,0.0522054890941663
340,0.0322490277785012,0.9,0.0118988321457982,0.0524268228459298
341,0.0324776353911343,0.9,0.011186567659221,0.0537909786866525
342,0.0327062430037674,0.9,0.011003174033584,0.0541120935518685
343,0.0329348506164005,0.9,0.0112414130674686,0.055000430531237
344,0.0331634582290336,0.9,0.0123503996332335,0.0538027093675371
345,0.0333920658416667,0.9,0.0113210326130876,0.0549067288339428
346,0.0336318801479934,0.9,0.0129066340953125,0.0551934742702039
347,0.0336291896209869,0.9,0.0119583220827441,0.0551607242586278
348,0.0336264990939803,0.9,0.0119358663223881,0.0553798114248018
349,0.0336238085669738,0.9,0.0120115372508284,0.0548636973410733
350,0.0336211180399672,0.9,0.0130972474068953,0.0555326179223342
351,0.0336184275129607,0.9,0.0133963746378793,0.054273784779232
352,0.0336157369859541,0.9,0.012870616344264,0.0542583577700594
353,0.0332604626996883,0.9,0.0120821672885839,0.0545943364180998
354,0.0329051884134225,0.9,0.0121176935217554,0.0538148933726889
355,0.0325499141271567,0.9,0.0133946061590371,0.0527119532109237
356,0.0321946398408909,0.9,0.0131344012725068,0.0515848177391552
357,0.0317791763652311,0.9,0.0137035924035857,0.0506827175507202
358,0.0313637128895714,0.9,0.0118562418615906,0.0499705186932449
359,0.030941430447245,0.9,0.0119429444599928,0.0503507711975841
360,0.0305191480049186,0.9,0.0126951859111003,0.0491310239359516
