"Age","Mean","CI","Infe","Supe"
265,0.004154053,0.9,0.00261499807812918,0.00569331337365594
266,0.004154686,0.9,0.00261014181982342,0.0057161043650281
267,0.004155318,0.9,0.00264394672112695,0.00561505310269687
268,0.004155951,0.9,0.00265925136123477,0.00570979909221869
269,0.004156578,0.9,0.00260737222754233,0.00561895755323845
270,0.004157204,0.9,0.00264555270816281,0.005746280101647
271,0.004157853,0.9,0.00269048661951319,0.00559466438916215
272,0.004158501,0.9,0.00265837230535111,0.00566647182044135
273,0.00415915,0.9,0.00259980284982414,0.00563972614683919
274,0.004159798,0.9,0.002679461433701,0.00564568655562165
275,0.004160443,0.9,0.00257715768627492,0.00573369876083886
276,0.004161086,0.9,0.00268263224996622,0.00563320257619327
277,0.004161729,0.9,0.00263171560965543,0.00564267257152575
278,0.004162373,0.9,0.00249850338906977,0.00569458287586183
279,0.00416301,0.9,0.00267118067782362,0.00574018510495917
280,0.004163647,0.9,0.00264801486345184,0.00569897025199694
281,0.004164306,0.9,0.0026299498602828,0.00568814140231313
282,0.004164964,0.9,0.00266795977830808,0.00570927486033056
283,0.004165623,0.9,0.00262811796264013,0.00575478964463381
284,0.004166282,0.9,0.00274865272862126,0.0057207102637044
285,0.004166937,0.9,0.00267112405909579,0.00571647405301632
286,0.004167591,0.9,0.00258208005844413,0.00565628694789555
287,0.004168245,0.9,0.00260756842811431,0.0056678544434239
288,0.004168899,0.9,0.00270712348129748,0.00565736059110825
289,0.004169547,0.9,0.00270427897957187,0.00568864495669774
290,0.004170195,0.9,0.00265554308623682,0.00568560436020962
291,0.004170866,0.9,0.00272079731022448,0.00567003921897139
292,0.004171538,0.9,0.00268794846568682,0.00571065471249136
293,0.00417221,0.9,0.00254092322249044,0.00574443022996202
294,0.004172881,0.9,0.00275002510109273,0.00560943644645482
295,0.004173549,0.9,0.00266073937585945,0.00562731256841816
296,0.004174215,0.9,0.00261636746845065,0.00568089871539986
297,0.004174882,0.9,0.00263867100352417,0.00570048026441043
298,0.004175548,0.9,0.00261172030348878,0.00563359853568372
299,0.004176209,0.9,0.00264794215975033,0.00561442261469078
300,0.004176871,0.9,0.00268961520589136,0.00563560400531985
301,0.004177555,0.9,0.00271412794568947,0.00567512677136092
302,0.00417824,0.9,0.00271861210248147,0.00569353302331099
303,0.004178925,0.9,0.00269550457961752,0.00566534309305515
304,0.004179609,0.9,0.00267715687232821,0.00567341125880292
305,0.00418029,0.9,0.00263693896412271,0.00569538164882357
306,0.00418097,0.9,0.00264959353996232,0.00561071618910007
307,0.004181649,0.9,0.00269032222744294,0.00566644733812262
308,0.004182329,0.9,0.00271931625384661,0.00566978799406797
309,0.004183003,0.9,0.00267755086124472,0.0056796695995494
310,0.004183678,0.9,0.00272627979563528,0.00568945039689058
311,0.004184375,0.9,0.00271364345517466,0.0056575944714186
312,0.004185073,0.9,0.00266410385938598,0.00572083346160167
313,0.00418577,0.9,0.00270137041550871,0.00567226396487167
314,0.004186467,0.9,0.00269701141384272,0.00564231026149929
315,0.004187161,0.9,0.00266093101298251,0.00574956957393774
316,0.004187853,0.9,0.00272166474510915,0.00573797497694624
317,0.004188546,0.9,0.00263565334314715,0.00570057238091025
318,0.004189238,0.9,0.0027434717317751,0.00572505024453454
319,0.004189926,0.9,0.00271617283234581,0.00567696640655976
320,0.004190613,0.9,0.00272872929134679,0.00574084556384173
321,0.004191323,0.9,0.00264004812008102,0.00568159331168408
322,0.004192034,0.9,0.00271415944313213,0.00571182583080848
323,0.004192744,0.9,0.00268689792162114,0.0056903730133138
324,0.004193454,0.9,0.00277330699437723,0.00569015146107822
325,0.004194161,0.9,0.00271109941882726,0.00573441472131288
326,0.004194866,0.9,0.00266267393592463,0.00578497437772235
327,0.004195571,0.9,0.00272392922848152,0.00569415384859556
328,0.004196277,0.9,0.00264320950972349,0.00573980680158782
329,0.004196977,0.9,0.0026226614693129,0.00566360457172815
330,0.004197678,0.9,0.00264807462007379,0.00564612615269898
331,0.004198401,0.9,0.00271914149416113,0.00570535007107077
332,0.004199124,0.9,0.00269573833725255,0.0056672708179026
333,0.004199848,0.9,0.00269865943646873,0.00565332154818259
334,0.004200571,0.9,0.00280750499938615,0.0057507282568701
335,0.004201291,0.9,0.00262767924317899,0.00566443308014434
336,0.00420201,0.9,0.00265646178280316,0.00573510129894525
337,0.004202728,0.9,0.00268640051473668,0.00575390685496636
338,0.004203447,0.9,0.00263625767183425,0.00569819133050142
339,0.004204161,0.9,0.00273728398982822,0.00568545526242403
340,0.004204875,0.9,0.00263052898464571,0.00567194333367261
341,0.004205612,0.9,0.00270991938766244,0.00570052830803326
342,0.004206349,0.9,0.00278615944277471,0.00579165548782256
343,0.004207086,0.9,0.00276793263625273,0.00570330331703389
344,0.004207823,0.9,0.00268737876596894,0.00565161093039409
345,0.004208556,0.9,0.00274385980818941,0.00566778345040251
346,0.004209288,0.9,0.00277574657595015,0.00567832690152733
347,0.004210021,0.9,0.00270531709792457,0.00570590519803806
348,0.004210753,0.9,0.002700731089497,0.00569858060753336
349,0.00421148,0.9,0.00271518096580729,0.0056915641202788
350,0.004212207,0.9,0.0026567025259552,0.00566592469660069
351,0.00421296,0.9,0.00271193274267746,0.00569639034541063
352,0.004213713,0.9,0.00277626884881024,0.00567508397501358
353,0.004214465,0.9,0.00266882898335376,0.00574105698027654
354,0.004215218,0.9,0.00274374453898877,0.00571444042931287
355,0.004215967,0.9,0.00272790866310841,0.00575354955611081
356,0.004216715,0.9,0.00274556717150384,0.00569092820186954
357,0.004217462,0.9,0.00275350289746563,0.00572715817527378
358,0.00421821,0.9,0.00264717962546015,0.00571584319936468
359,0.004218953,0.9,0.00275864641362604,0.00567172558270363
360,0.004219696,0.9,0.0027131656760528,0.00566192824253245
361,0.004220463,0.9,0.00264637328173197,0.00574984602657634
362,0.004221229,0.9,0.00276351757028113,0.0057651363960185
363,0.004221995,0.9,0.00273169081573637,0.00569241724699303
364,0.004222762,0.9,0.00276857454866143,0.00569877518140197
365,0.004223525,0.9,0.00276045490920005,0.00561993389693943
366,0.004224286,0.9,0.00275266606538185,0.00567033958593613
367,0.004225048,0.9,0.00280204744228257,0.00572194994043349
368,0.004225809,0.9,0.00276743336617355,0.00570189454607203
369,0.004226567,0.9,0.00274963673003655,0.00571043563833182
370,0.004227325,0.9,0.00270853086705938,0.00566013443390825
371,0.004228105,0.9,0.00270474215974265,0.00570168188029739
372,0.004228886,0.9,0.00275014328856853,0.00569298197469474
373,0.004229667,0.9,0.0027151673982964,0.00568389358301825
374,0.004230448,0.9,0.00277788502441489,0.00573854062423376
375,0.004231225,0.9,0.0027573880497074,0.00565608754321886
376,0.004232001,0.9,0.002779246214296,0.00574676537128959
377,0.004232777,0.9,0.0027361611887587,0.00575786196673012
378,0.004233554,0.9,0.00285377925309271,0.00564893388371076
379,0.004234326,0.9,0.00274501937848469,0.00566479091447494
380,0.004235098,0.9,0.00271454346642497,0.00574559697034514
381,0.004235894,0.9,0.00276393339609974,0.0056917178451415
382,0.004236689,0.9,0.00278862286582484,0.00573100280651417
383,0.004237484,0.9,0.00282668910657414,0.00576688592178755
384,0.00423828,0.9,0.00272086775465926,0.00576331855298171
385,0.004239072,0.9,0.00273991360354236,0.00575335943983435
386,0.004239863,0.9,0.00269607967607184,0.00568837472633056
387,0.004240654,0.9,0.0027465042690304,0.00565549184308171
388,0.004241445,0.9,0.00285129693384338,0.00571683330272653
389,0.004242232,0.9,0.00268653877935611,0.00575121770112437
390,0.004243019,0.9,0.00282229873697148,0.00579830647223772
391,0.004243829,0.9,0.00282524862502563,0.00574204680173446
392,0.00424464,0.9,0.00277895737729913,0.0057039906487269
393,0.00424545,0.9,0.00279710383560197,0.00567118059482846
394,0.00424626,0.9,0.00276471843935597,0.00576508997706045
395,0.004247067,0.9,0.00279768340456413,0.00571853255105816
396,0.004247873,0.9,0.00263457782202042,0.00576043061374868
397,0.004248679,0.9,0.00286856726548528,0.00563896342253607
398,0.004249485,0.9,0.00271819900194113,0.005757540127188
399,0.004250287,0.9,0.00277335397231951,0.00574075079111058
