Age,human
6220,6.088938022
6221,6.117628054
6222,6.145969104
6223,6.173945007
6224,6.201539587
6225,6.228736661
6226,6.255520034
6227,6.281873501
6228,6.307780848
6229,6.333225849
6230,6.358192269
6231,6.382663864
6232,6.406624377
6233,6.430057545
6234,6.452947092
6235,6.475276732
6236,6.497030169
6237,6.518191099
6238,6.538743206
6239,6.558670163
6240,6.577955636
6241,6.596583277
6242,6.614536732
6243,6.631799634
6244,6.648355607
6245,6.664188264
6246,6.679281209
6247,6.693618037
6248,6.707182329
6249,6.71995766
6250,6.732575577
6251,6.745671608
6252,6.759235286
6253,6.773256137
6254,6.787723682
6255,6.802627431
6256,6.817956893
6257,6.833701565
6258,6.849850942
6259,6.866394508
6260,6.883321743
6261,6.900622119
6262,6.918285104
6263,6.936300155
6264,6.954656726
6265,6.973344262
6266,6.992352203
6267,7.01166998
6268,7.031287021
6269,7.051192743
6270,7.071376559
6271,7.091827875
6272,7.112536091
6273,7.133490597
6274,7.15468078
6275,7.176096019
6276,7.197725686
6277,7.219559146
6278,7.241585758
6279,7.263794875
6280,7.286175841
6281,7.308717995
6282,7.33141067
6283,7.354243191
6284,7.377204875
6285,7.400285036
6286,7.423472978
6287,7.446758
6288,7.470129393
6289,7.493576443
6290,7.517088427
6291,7.540654619
6292,7.564264281
6293,7.587906673
6294,7.611571047
6295,7.635246646
6296,7.658922709
6297,7.682588468
6298,7.706233147
6299,7.729845964
6300,7.75341613
6301,7.776932851
6302,7.800385322
6303,7.823762737
6304,7.847054279
6305,7.870249125
6306,7.893336448
6307,7.91630541
6308,7.93914517
6309,7.961844878
6310,7.984393678
6311,8.006780709
6312,8.0289951
6313,8.051025975
6314,8.072862452
6315,8.094493641
6316,8.115908645
6317,8.137096563
6318,8.158046484
6319,8.178747492
6320,8.199188663
6321,8.219359068
6322,8.239247771
6323,8.258843827
6324,8.278136288
6325,8.297114196
6326,8.315766587
6327,8.334082492
6328,8.352050934
6329,8.369660928
6330,8.386901485
6331,8.403761608
6332,8.420230292
6333,8.436296528
6334,8.451949297
6335,8.467177576
6336,8.481970333
6337,8.496316532
6338,8.510205129
6339,8.523625071
6340,8.536565303
6341,8.549014758
6342,8.560962366
6343,8.572397049
6344,8.583307723
6345,8.593683295
6346,8.603512669
6347,8.612784738
6348,8.621488392
6349,8.629612512
6350,8.637145973
6351,8.644265815
6352,8.65115857
6353,8.657827351
6354,8.66427527
6355,8.670505442
6356,8.676520986
6357,8.68232502
6358,8.687920665
6359,8.693311045
6360,8.698499285
6361,8.703488513
6362,8.708281856
6363,8.712882448
6364,8.71729342
6365,8.721517908
6366,8.725559049
6367,8.729419982
6368,8.733103849
6369,8.736613793
6370,8.739952957
6371,8.743124491
6372,8.746131543
6373,8.748977263
6374,8.751664805
6375,8.754197324
6376,8.756577978
6377,8.758809924
6378,8.760896324
6379,8.762840341
6380,8.764645141
6381,8.766313889
6382,8.767849755
6383,8.76925591
6384,8.770535527
6385,8.771691781
6386,8.772727849
6387,8.773646909
6388,8.774452143
6389,8.775146734
6390,8.775733865
6391,8.776216726
6392,8.776598503
6393,8.776882388
6394,8.777071574
6395,8.777169256
6396,8.77717863
6397,8.777102896
6398,8.776945254
6399,8.776708907
6400,8.77639706
6401,8.776012919
6402,8.775559694
6403,8.775040596
6404,8.774458836
6405,8.77381763
6406,8.773120194
6407,8.772369748
6408,8.771569512
6409,8.770722709
6410,8.769832564
6411,8.768902303
6412,8.767935154
6413,8.76693435
6414,8.765903122
6415,8.764844706
6416,8.763762337
6417,8.762659255
6418,8.7615387
6419,8.760403915
6420,8.759258145
6421,8.758104637
6422,8.756946639
6423,8.755787401
6424,8.754630177
6425,8.753478221
6426,8.75233479
6427,8.751203142
6428,8.750086539
6429,8.748988242
6430,8.747911517
6431,8.74685963
6432,8.74583585
6433,8.744843448
6434,8.743885695
6435,8.742965867
6436,8.742087241
6437,8.741253094
6438,8.740466709
6439,8.739731366
6440,8.739050352
6441,8.738426952
6442,8.737864456
6443,8.737366153
6444,8.736935337
6445,8.736575302
6446,8.736289345
6447,8.736080764
6448,8.73595286
6449,8.735908937
6450,8.735952297
6451,8.735785364
6452,8.735114217
6453,8.733947654
6454,8.732294478
6455,8.730163497
6456,8.727563526
6457,8.724503384
6458,8.720991897
6459,8.717037894
6460,8.712650212
6461,8.707837693
6462,8.702609184
6463,8.696973537
6464,8.690939611
6465,8.684516269
6466,8.677712381
6467,8.67053682
6468,8.662998469
6469,8.655106211
6470,8.646868938
6471,8.638295548
6472,8.629394942
6473,8.620176028
6474,8.610647719
6475,8.600818935
6476,8.590698599
6477,8.580295642
6478,8.569618999
6479,8.55867761
6480,8.547480422
6481,8.536036388
6482,8.524354464
6483,8.512443613
6484,8.500312805
6485,8.487971012
6486,8.475427215
6487,8.462690398
6488,8.449769552
6489,8.436673674
6490,8.423411764
6491,8.40999283
6492,8.396425885
6493,8.382719947
6494,8.368884039
6495,8.354927191
6496,8.340858437
6497,8.326686818
6498,8.31242138
6499,8.298071173
6500,8.283645256
6501,8.26915269
6502,8.254602542
6503,8.240003888
6504,8.225365805
6505,8.210697378
6506,8.196007697
6507,8.181305858
6508,8.166600962
6509,8.151902115
6510,8.137218429
6511,8.122559024
6512,8.10793302
6513,8.093349548
6514,8.078817741
6515,8.06434674
6516,8.04994569
6517,8.035623741
6518,8.021390051
6519,8.00725378
6520,7.993224097
6521,7.979310175
6522,7.965521192
6523,7.951866333
6524,7.938354786
6525,7.924995747
6526,7.911798418
6527,7.898772003
6528,7.885925716
6529,7.873268773
6530,7.860810397
6531,7.848559817
6532,7.836526266
6533,7.824718985
6534,7.813147218
6535,7.801820215
6536,7.790747234
6537,7.779937535
6538,7.769400386
6539,7.759145059
6540,7.749180834
6541,7.739516993
6542,7.730162827
6543,7.721127629
6544,7.712420701
6545,7.704051349
6546,7.696028885
6547,7.688362624
6548,7.681061891
6549,7.674136013
6550,7.667594325
6551,7.661446164
6552,7.655271595
6553,7.648650081
6554,7.641590074
6555,7.634100031
6556,7.626188414
6557,7.61786369
6558,7.609134332
6559,7.600008817
6560,7.590495628
6561,7.580603253
6562,7.570340186
6563,7.559714924
6564,7.548735972
6565,7.537411839
6566,7.525751038
6567,7.513762089
6568,7.501453517
6569,7.488833851
6570,7.475911627
6571,7.462695385
6572,7.44919367
6573,7.435415033
6574,7.42136803
6575,7.407061223
6576,7.392503176
6577,7.377702463
6578,7.36266766
6579,7.347407349
6580,7.331930117
6581,7.316244557
6582,7.300359266
6583,7.284282848
6584,7.268023911
6585,7.251591067
6586,7.234992937
6587,7.218238143
6588,7.201335315
6589,7.184293087
6590,7.167120099
6591,7.149824995
6592,7.132416425
6593,7.114903045
6594,7.097293516
6595,7.079596502
6596,7.061820676
6597,7.043974712
6598,7.026067293
6599,7.008107105
6600,6.99010284
6601,6.972063195
6602,6.953996872
6603,6.93591258
6604,6.917819031
6605,6.899724942
6606,6.881639038
6607,6.863570047
6608,6.845526702
6609,6.827517743
6610,6.809551913
6611,6.791637963
6612,6.773784647
6613,6.756000725
6614,6.738294962
6615,6.720676129
6616,6.703153001
6617,6.685734359
6618,6.66842899
6619,6.651245685
6620,6.63419324
6621,6.617280457
6622,6.600516144
6623,6.583909113
6624,6.567468181
6625,6.551202172
6626,6.535119913
6627,6.519230238
6628,6.503541985
6629,6.488063998
6630,6.472805127
6631,6.457774226
6632,6.442980154
6633,6.428431776
6634,6.414137962
6635,6.400107587
6636,6.386349533
6637,6.372872684
6638,6.359685933
6639,6.346798175
6640,6.334218311
6641,6.32195525
6642,6.310017902
6643,6.298415185
6644,6.287156022
6645,6.27624934
6646,6.265704073
6647,6.255529159
6648,6.245733541
6649,6.236326169
6650,6.227315996
6651,6.218711982
6652,6.210523091
6653,6.202522342
6654,6.194477636
6655,6.186390273
6656,6.17826155
6657,6.170092765
6658,6.161885218
6659,6.153640211
6660,6.145359044
6661,6.137043019
6662,6.128693438
6663,6.120311607
6664,6.111898828
6665,6.103456408
6666,6.094985651
6667,6.086487866
6668,6.077964359
6669,6.069416438
6670,6.060845413
6671,6.052252594
6672,6.043639292
6673,6.035006817
6674,6.026356482
6675,6.0176896
6676,6.009007484
6677,6.000311451
6678,5.991602814
6679,5.98288289
6680,5.974152996
6681,5.965414449
6682,5.956668569
6683,5.947916674
6684,5.939160085
6685,5.930400123
6686,5.921638108
6687,5.912875364
6688,5.904113214
6689,5.895352982
6690,5.886595993
6691,5.877843571
6692,5.869097045
6693,5.86035774
6694,5.851626985
6695,5.842906109
6696,5.83419644
6697,5.825499311
6698,5.81681605
6699,5.808147991
6700,5.799496466
6701,5.790862809
6702,5.782248353
6703,5.773654435
6704,5.765082389
6705,5.756533552
6706,5.748009262
6707,5.739510857
6708,5.731039676
6709,5.722597059
6710,5.714184345
6711,5.705802878
6712,5.697453998
6713,5.689139048
6714,5.680859373
6715,5.672616317
6716,5.664411225
6717,5.656245443
6718,5.648120318
6719,5.640037197
6720,5.63199743
6721,5.624002365
6722,5.616053353
6723,5.608151743
6724,5.600298889
6725,5.592496141
6726,5.584744854
6727,5.577046381
6728,5.569402077
6729,5.561813298
6730,5.554281399
6731,5.546807738
6732,5.539393674
6733,5.532040564
6734,5.524749767
6735,5.517522645
6736,5.510360559
6737,5.50326487
6738,5.49623694
6739,5.489278134
6740,5.482389815
6741,5.475573349
6742,5.468830101
6743,5.462161438
6744,5.455568727
6745,5.449053336
6746,5.442616635
6747,5.436259993
6748,5.429984781
6749,5.423792369
6750,5.417684131
6751,5.411661439
6752,5.405725666
6753,5.399878187
6754,5.394292003
6755,5.389133869
6756,5.384395793
6757,5.380069777
6758,5.37614782
6759,5.372621912
6760,5.369484043
6761,5.366726196
6762,5.364340348
6763,5.362318473
6764,5.360652539
6765,5.359334511
6766,5.358356348
6767,5.357710003
6768,5.357387425
6769,5.35738056
6770,5.357681347
6771,5.358281721
6772,5.359173612
6773,5.360348945
6774,5.36179964
6775,5.363517613
6776,5.365494775
6777,5.367723032
6778,5.370194285
6779,5.37290043
6780,5.375833358
6781,5.378984957
6782,5.382347107
6783,5.385911687
6784,5.389670567
6785,5.393615617
6786,5.397738697
6787,5.402031666
6788,5.406486376
6789,5.411094676
6790,5.415848408
6791,5.420739412
6792,5.42575952
6793,5.430900562
6794,5.436154361
6795,5.441512736
6796,5.446967501
6797,5.452510467
6798,5.458133436
6799,5.46382821
6800,5.469586583
6801,5.475400346
6802,5.481261282
6803,5.487161174
6804,5.493091795
6805,5.499044918
6806,5.505012308
6807,5.510985725
6808,5.516956928
6809,5.522917665
6810,5.528859685
6811,5.534774729
6812,5.540654534
6813,5.546490832
6814,5.552275349
6815,5.55799981
6816,5.56365593
6817,5.569235423
6818,5.574729997
6819,5.580131355
6820,5.585431194
6821,5.590621209
6822,5.595693088
6823,5.600638513
6824,5.605449166
6825,5.610116718
6826,5.61463284
6827,5.618989195
6828,5.623177444
6829,5.627189241
6830,5.631016235
6831,5.634650072
6832,5.638082391
6833,5.641304829
6834,5.644309014
6835,5.647086574
6836,5.649629128
6837,5.651928293
6838,5.653975679
6839,5.655762894
6840,5.657281537
6841,5.658523206
6842,5.659479492
6843,5.660141982
6844,5.660502258
6845,5.660551897
6846,5.660282472
6847,5.65968555
6848,5.658752692
6849,5.657475458
6850,5.6558454
6851,5.653854066
6852,5.651492999
6853,5.648753738
6854,5.645627815
6855,5.642337071
6856,5.639107908
6857,5.635938697
6858,5.63282781
6859,5.629773615
6860,5.626774483
6861,5.62382878
6862,5.620934874
6863,5.618091132
6864,5.615295917
6865,5.612547594
6866,5.609844526
6867,5.607185075
6868,5.604567602
6869,5.601990469
6870,5.599452033
6871,5.596950653
6872,5.594484687
6873,5.592052491
6874,5.589652419
6875,5.587282828
6876,5.584942069
6877,5.582628497
6878,5.580340461
6879,5.578076313
6880,5.575834402
6881,5.573613078
6882,5.571410686
6883,5.569225576
6884,5.567056091
6885,5.564900577
6886,5.562757378
6887,5.560624836
6888,5.558501294
6889,5.556385092
6890,5.55427457
6891,5.552168067
6892,5.550063922
6893,5.547960471
6894,5.54585605
6895,5.543748995
6896,5.541637639
6897,5.539520317
6898,5.537395359
6899,5.535261097
6900,5.533115862
6901,5.530957983
6902,5.528785788
6903,5.526597605
6904,5.52439176
6905,5.522166578
6906,5.519920384
6907,5.517651502
6908,5.515358254
6909,5.513038961
6910,5.510691945
6911,5.508315524
6912,5.505908018
6913,5.503467744
6914,5.50099302
6915,5.49848216
6916,5.495933479
6917,5.493345292
6918,5.490715912
6919,5.488043649
6920,5.485326816
6921,5.482563721
6922,5.479752675
6923,5.476891985
6924,5.473979959
6925,5.471014901
6926,5.467995118
6927,5.464918913
6928,5.461784591
6929,5.458590452
6930,5.455334798
6931,5.452015931
6932,5.448632147
6933,5.445181747
6934,5.441663028
6935,5.438074286
6936,5.434413816
6937,5.430679913
6938,5.42687087
6939,5.42298498
6940,5.419020535
6941,5.414975824
6942,5.410849139
6943,5.406638766
6944,5.402342995
6945,5.397960111
6946,5.393488401
6947,5.388926149
6948,5.384271639
6949,5.379523154
6950,5.374678976
6951,5.369737385
6952,5.364696662
6953,5.359555086
6954,5.354310934
6955,5.348962483
6956,5.343448157
6957,5.337710219
6958,5.331752707
6959,5.32557966
6960,5.319195121
6961,5.312603135
6962,5.305807749
6963,5.298813013
6964,5.291622978
6965,5.284241699
6966,5.276673232
6967,5.268921637
6968,5.260990975
6969,5.252885309
6970,5.244608707
6971,5.236165236
6972,5.227558967
6973,5.218793974
6974,5.209874333
6975,5.200804121
6976,5.19158742
6977,5.182228311
6978,5.17273088
6979,5.163099215
6980,5.153337406
6981,5.143449545
6982,5.133439726
6983,5.123312048
6984,5.113070609
6985,5.102719511
6986,5.092262859
6987,5.081704759
6988,5.071049321
6989,5.060300655
6990,5.049462876
6991,5.038540099
6992,5.027536444
6993,5.016456031
6994,5.005302983
6995,4.994081427
6996,4.98279549
6997,4.971449302
6998,4.960046997
6999,4.948592711
7000,4.937090579
7001,4.925544743
7002,4.913959346
7003,4.90233853
7004,4.890686445
7005,4.879007239
7006,4.867305064
7007,4.855584075
7008,4.843848428
7009,4.832102283
7010,4.820349801
7011,4.808595145
7012,4.796842482
7013,4.785095981
7014,4.773359813
7015,4.76163815
7016,4.74993517
7017,4.738255049
7018,4.726601969
7019,4.714980113
7020,4.703393665
7021,4.691846814
7022,4.680343749
7023,4.668888664
7024,4.657485753
7025,4.646139213
7026,4.634853244
7027,4.623632048
7028,4.612479829
7029,4.601400795
7030,4.590399155
7031,4.579479119
7032,4.568644903
7033,4.557900722
7034,4.547250795
7035,4.536699344
7036,4.526250592
7037,4.515908765
7038,4.505678091
7039,4.495562801
7040,4.485567128
7041,4.475695308
7042,4.465951578
7043,4.456340179
7044,4.446865354
7045,4.437531347
7046,4.428342406
7047,4.419302781
7048,4.410416724
7049,4.40168849
7050,4.393122336
7051,4.384722521
7052,4.376493307
7053,4.368438958
7054,4.360563741
7055,4.352871925
7056,4.345367781
7057,4.337921418
7058,4.330401182
7059,4.322808705
7060,4.315145618
7061,4.307413554
7062,4.299614148
7063,4.291749032
7064,4.283819845
7065,4.275828221
7066,4.267775798
7067,4.259664216
7068,4.251495113
7069,4.24327013
7070,4.234990908
7071,4.22665909
7072,4.218276318
7073,4.209844238
7074,4.201364493
7075,4.192838731
7076,4.184268597
7077,4.175655741
7078,4.167001811
7079,4.158308457
7080,4.14957733
7081,4.140810081
7082,4.132008363
7083,4.12317383
7084,4.114308137
7085,4.105412938
7086,4.096489891
7087,4.087540653
7088,4.078566882
7089,4.069570238
7090,4.06055238
7091,4.051514971
7092,4.042459671
7093,4.033388145
7094,4.024302057
7095,4.015203071
7096,4.006092853
7097,3.996973071
7098,3.987845391
7099,3.978711484
7100,3.969573018
7101,3.960431665
7102,3.951289096
7103,3.942146983
7104,3.933007
7105,3.923870822
7106,3.914740124
7107,3.905616583
7108,3.896501875
7109,3.88739768
7110,3.878305675
7111,3.869227542
7112,3.860164962
7113,3.851119616
7114,3.842093188
7115,3.833087361
7116,3.824103821
7117,3.815144254
7118,3.806210346
7119,3.797303784
7120,3.788426259
7121,3.779579458
7122,3.770765074
7123,3.761984797
7124,3.75324032
7125,3.744533337
7126,3.735865542
7127,3.72723863
7128,3.718654297
7129,3.710114242
7130,3.701620161
7131,3.693173755
7132,3.684776723
7133,3.676430766
7134,3.668137587
7135,3.659898887
7136,3.651716373
7137,3.643591747
7138,3.635526716
7139,3.627522987
7140,3.619582267
7141,3.611706265
7142,3.603896691
7143,3.596155255
7144,3.588483669
7145,3.580883644
7146,3.573356896
7147,3.565905137
7148,3.558530084
7149,3.551233452
7150,3.544016958
7151,3.536882322
7152,3.529831262
7153,3.522865497
7154,3.51598675
7155,3.509196742
7156,3.502497196
7157,3.495889836
7158,3.489121234
7159,3.481942878
7160,3.474363869
7161,3.46639331
7162,3.458040312
7163,3.44931399
7164,3.440223466
7165,3.430777865
7166,3.420986318
7167,3.410857962
7168,3.400401938
7169,3.389627393
7170,3.378543479
7171,3.367159352
7172,3.355484177
7173,3.343527119
7174,3.331297352
7175,3.318804054
7176,3.306056409
7177,3.293063604
7178,3.279834834
7179,3.266379297
7180,3.252706198
7181,3.238824746
7182,3.224744155
7183,3.210473646
7184,3.196022443
7185,3.181399777
7186,3.166614883
7187,3.151677003
7188,3.13659538
7189,3.121379268
7190,3.106037923
7191,3.090580605
7192,3.075016582
7193,3.059355126
7194,3.043605514
7195,3.027777028
7196,3.011878957
7197,2.995920594
7198,2.979911236
7199,2.963860186
7200,2.947776755
7201,2.931670254
7202,2.915550004
7203,2.899425329
7204,2.883305559
7205,2.867200027
7206,2.851118075
7207,2.835069047
7208,2.819062294
7209,2.803107171
7210,2.78721304
7211,2.771389267
7212,2.755645223
7213,2.739990284
7214,2.724433833
7215,2.708985257
7216,2.693653947
7217,2.678449302
7218,2.663380725
7219,2.648457622
7220,2.633689409
7221,2.619085502
7222,2.604655326
7223,2.590408311
7224,2.576353889
7225,2.5625015
7226,2.54886059
7227,2.535440608
7228,2.522251009
7229,2.509301254
7230,2.496600808
7231,2.484159142
7232,2.471985732
7233,2.460090061
7234,2.448481613
7235,2.437169881
7236,2.426164362
7237,2.415474559
7238,2.405109979
7239,2.395080135
7240,2.385394544
7241,2.376062731
7242,2.367094223
7243,2.358498555
7244,2.350285265
7245,2.342463898
7246,2.335044003
7247,2.328035135
7248,2.321446854
7249,2.315288725
7250,2.309570319
7251,2.304301212
7252,2.299490983
7253,2.295149221
7254,2.291285515
7255,2.287909464
7256,2.285030668
7257,2.282658736
7258,2.280466083
7259,2.278121863
7260,2.275630794
7261,2.272997596
7262,2.270226992
7263,2.267323709
7264,2.264292474
7265,2.26113802
7266,2.257865079
7267,2.254478388
7268,2.250982686
7269,2.247382715
7270,2.24368322
7271,2.239888947
7272,2.236004647
7273,2.232035071
7274,2.227984975
7275,2.223859116
7276,2.219662256
7277,2.215399157
7278,2.211074584
7279,2.206693306
7280,2.202260095
7281,2.197779724
7282,2.193256969
7283,2.18869661
7284,2.184103427
7285,2.179482207
7286,2.174837734
7287,2.1701748
7288,2.165498197
7289,2.160812719
7290,2.156123165
7291,2.151434334
7292,2.146751031
7293,2.142078059
7294,2.137420229
7295,2.13278235
7296,2.128169238
7297,2.123585707
7298,2.119036577
7299,2.114526669
7300,2.110060809
7301,2.105643823
7302,2.101280541
7303,2.096975795
7304,2.09273442
7305,2.088561253
7306,2.084461137
7307,2.080438912
7308,2.076499426
7309,2.072647526
7310,2.068888063
7311,2.065225891
7312,2.061665867
7313,2.05821285
7314,2.054871701
7315,2.051647285
7316,2.048544468
7317,2.045568121
7318,2.042723116
7319,2.040014328
7320,2.037446634
7321,2.035024916
7322,2.032754056
7323,2.03063894
7324,2.028684456
7325,2.026895496
7326,2.025276954
7327,2.023833725
7328,2.022570708
7329,2.021492807
7330,2.020604924
7331,2.019911968
7332,2.019418848
7333,2.019130477
7334,2.019051769
7335,2.019187643
7336,2.019543019
7337,2.02012282
7338,2.020931972
7339,2.021975403
7340,2.023258046
7341,2.024784833
7342,2.026560701
7343,2.02859059
7344,2.030879441
7345,2.033432199
7346,2.036253812
7347,2.039349228
7348,2.042723401
7349,2.046381286
7350,2.050327841
7351,2.054568027
7352,2.059106806
7353,2.063949146
7354,2.069100013
7355,2.074564381
7356,2.080347223
7357,2.086453515
7358,2.092888238
7359,2.099730882
7360,2.107052065
7361,2.114843456
7362,2.123096715
7363,2.131803501
7364,2.140955467
7365,2.150544261
7366,2.160561526
7367,2.170998901
7368,2.181848021
7369,2.193100516
7370,2.204748009
7371,2.216782121
7372,2.229194468
7373,2.24197666
7374,2.255120303
7375,2.268616999
7376,2.282458344
7377,2.296635931
7378,2.311141346
7379,2.325966172
7380,2.341101987
7381,2.356540365
7382,2.372272874
7383,2.388291077
7384,2.404586533
7385,2.421150798
7386,2.437975421
7387,2.455051947
7388,2.472371916
7389,2.489926864
7390,2.507708322
7391,2.525707816
7392,2.543916867
7393,2.562326993
7394,2.580929706
7395,2.599716512
7396,2.618678915
7397,2.637808414
7398,2.6570965
7399,2.676534663
7400,2.696114388
7401,2.715827152
7402,2.735664431
7403,2.755617694
7404,2.775678407
7405,2.795838029
7406,2.816088018
7407,2.836419824
7408,2.856824892
7409,2.877294665
7410,2.89782058
7411,2.918394069
7412,2.93900656
7413,2.959649475
7414,2.980314232
7415,3.000992244
7416,3.021674921
7417,3.042353667
7418,3.06301988
7419,3.083664956
7420,3.104280284
7421,3.124857249
7422,3.145387232
7423,3.165861608
7424,3.186271749
7425,3.206609021
7426,3.226864785
7427,3.247030399
7428,3.267097215
7429,3.287056579
7430,3.306899835
7431,3.326618322
7432,3.346203371
7433,3.365646312
7434,3.38493847
7435,3.404071162
7436,3.423035704
7437,3.441823405
7438,3.460425571
7439,3.478833502
7440,3.497038493
7441,3.515031836
7442,3.532804816
7443,3.550348715
7444,3.56765481
7445,3.584714374
7446,3.601518672
7447,3.618058969
7448,3.634326522
7449,3.650312584
7450,3.666008403
7451,3.681405224
7452,3.696494286
7453,3.711266822
7454,3.725714063
7455,3.739827233
7456,3.753597553
7457,3.767016238
7458,3.780074498
7459,3.792763541
7460,3.805488108
7461,3.818653342
7462,3.832251041
7463,3.846272996
7464,3.860710995
7465,3.875556823
7466,3.890802257
7467,3.906439073
7468,3.922459039
7469,3.938853922
7470,3.955615481
7471,3.972735473
7472,3.99020565
7473,4.008017758
7474,4.026163539
7475,4.044634732
7476,4.06342307
7477,4.082520281
7478,4.101918091
7479,4.121608217
7480,4.141582376
7481,4.161832277
7482,4.182349627
7483,4.203126127
7484,4.224153474
7485,4.24542336
7486,4.266927472
7487,4.288657494
7488,4.310605105
7489,4.332761977
7490,4.355119781
7491,4.377670182
7492,4.400404839
7493,4.423315408
7494,4.446393541
7495,4.469630884
7496,4.493019078
7497,4.516549762
7498,4.540214569
7499,4.564005126
7500,4.587913057
7501,4.611929981
7502,4.636047513
7503,4.660257264
7504,4.684550837
7505,4.708919835
7506,4.733355853
7507,4.757850484
7508,4.782395314
7509,4.806981926
7510,4.831601898
7511,4.856246803
7512,4.880908211
7513,4.905577685
7514,4.930246785
7515,4.954907067
7516,4.979550081
7517,5.004167372
7518,5.028750484
7519,5.053290951
7520,5.077780307
7521,5.102210078
7522,5.12657179
7523,5.150856959
7524,5.175057099
7525,5.199163721
7526,5.223168329
7527,5.247062424
7528,5.2708375
7529,5.294485049
7530,5.317996557
7531,5.341363507
7532,5.364577375
7533,5.387629635
7534,5.410511755
7535,5.433215197
7536,5.455731422
7537,5.478051884
7538,5.500168032
7539,5.522071312
7540,5.543753165
7541,5.565205026
7542,5.586418328
7543,5.607384496
7544,5.628094954
7545,5.648541119
7546,5.668714405
7547,5.68860622
7548,5.708207968
7549,5.727511048
7550,5.746506856
7551,5.765186781
7552,5.78354221
7553,5.801564524
7554,5.819245098
7555,5.836575305
7556,5.853546513
7557,5.870150084
7558,5.886377375
7559,5.902219742
7560,5.917668532
7561,5.933059892
7562,5.948731957
7563,5.96467906
7564,5.98089553
7565,5.997375692
7566,6.014113868
7567,6.031104379
7568,6.04834154
7569,6.065819664
7570,6.083533061
7571,6.101476039
7572,6.119642901
7573,6.138027948
7574,6.156625477
7575,6.175429783
7576,6.194435157
7577,6.213635888
7578,6.23302626
7579,6.252600555
7580,6.272353054
7581,6.29227803
7582,6.312369758
7583,6.332622506
7584,6.353030541
7585,6.373588126
7586,6.394289522
7587,6.415128986
7588,6.436100771
7589,6.457199129
7590,6.478418307
7591,6.499752551
7592,6.5211961
7593,6.542743195
7594,6.56438807
7595,6.586124957
7596,6.607948086
7597,6.629851682
7598,6.651829969
7599,6.673877165
7600,6.695987488
7601,6.718155152
7602,6.740374366
7603,6.762639337
7604,6.784944271
7605,6.807283367
7606,6.829650824
7607,6.852040837
7608,6.874447597
7609,6.896865292
7610,6.919288109
7611,6.94171023
7612,6.964125833
7613,6.986529095
7614,7.008914189
7615,7.031275284
7616,7.053606547
7617,7.075902142
7618,7.09815623
7619,7.120362967
7620,7.142516508
7621,7.164611004
7622,7.186640603
7623,7.208599449
7624,7.230481686
7625,7.25228145
7626,7.273992878
7627,7.295610101
7628,7.31712725
7629,7.338538451
7630,7.359837825
7631,7.381019494
7632,7.402077574
7633,7.423006178
7634,7.443799417
7635,7.464451399
7636,7.484956228
7637,7.505308004
7638,7.525500826
7639,7.545528789
7640,7.565385984
7641,7.5850665
7642,7.604564423
7643,7.623873834
7644,7.642988814
7645,7.661903438
7646,7.680611779
7647,7.699107908
7648,7.71738589
7649,7.735439789
7650,7.753263667
7651,7.77085158
7652,7.788197582
7653,7.805295725
7654,7.822140056
7655,7.838724621
7656,7.855043461
7657,7.871090615
7658,7.886860117
7659,7.902346002
7660,7.917542296
7661,7.932676327
7662,7.947976547
7663,7.963438679
7664,7.979058441
7665,7.994831548
7666,8.010753715
7667,8.026820652
7668,8.043028068
7669,8.059371672
7670,8.075847166
7671,8.092450253
7672,8.109176633
7673,8.126022003
7674,8.142982058
7675,8.160052492
7676,8.177228995
7677,8.194507255
7678,8.211882958
7679,8.229351787
7680,8.246909424
7681,8.264551548
7682,8.282273836
7683,8.300071962
7684,8.317941597
7685,8.335878412
7686,8.353878074
7687,8.371936248
7688,8.390048596
7689,8.40821078
7690,8.426418457
7691,8.444667283
7692,8.462952912
7693,8.481270994
7694,8.499617179
7695,8.517987114
7696,8.536376441
7697,8.554780804
7698,8.573195841
7699,8.591617191
7700,8.610040487
7701,8.628461363
7702,8.646875449
7703,8.665278373
7704,8.68366576
7705,8.702033234
7706,8.720376416
7707,8.738690925
7708,8.756972376
7709,8.775216384
7710,8.793418561
7711,8.811574516
7712,8.829679857
7713,8.847730187
7714,8.86572111
7715,8.883648225
7716,8.901507131
7717,8.919293422
7718,8.937002692
7719,8.954630533
7720,8.972172531
7721,8.989624275
7722,9.006981346
7723,9.024239328
7724,9.041393799
7725,9.058440336
7726,9.075374513
7727,9.092191904
7728,9.108888078
7729,9.125458602
7730,9.141899041
7731,9.15820496
7732,9.174371918
7733,9.190395474
7734,9.206271183
7735,9.2219946
7736,9.237561275
7737,9.252966758
7738,9.268206596
7739,9.283276332
7740,9.298171509
7741,9.312887667
7742,9.327420343
7743,9.341765072
7744,9.355917386
7745,9.369872817
7746,9.383626891
7747,9.397175136
7748,9.410513074
7749,9.423636227
7750,9.436540113
7751,9.449220249
7752,9.461672149
7753,9.473891324
7754,9.485873285
7755,9.497613538
7756,9.509107588
7757,9.520350937
7758,9.531339087
7759,9.542067533
7760,9.552531773
7761,9.5627273
7762,9.572723575
7763,9.582593653
7764,9.592338408
7765,9.601958718
7766,9.611455458
7767,9.620829506
7768,9.630081741
7769,9.639213039
7770,9.64822428
7771,9.657116343
7772,9.665890108
7773,9.674546455
7774,9.683086265
