Age,AnnTemp,,,
5484.5,-4.32E-03,,,
5494.5,-0.031338257,,,
5504.5,-0.056246344,,,
5514.5,-0.059001874,,,
5524.5,-0.019278153,,,
5534.5,2.42E-03,,,
5544.5,0.013573048,,,
5554.5,5.69E-03,,,
5564.5,-0.020959884,,,
5574.5,-0.030625439,,,
5584.5,-0.040981003,,,
5594.5,0.024608503,,,
5604.5,0.086235936,,,
5614.5,0.101656842,,,
5624.5,0.122962625,,,
5634.5,0.040081357,,,
5644.5,0.03827966,,,
5654.5,0.023981254,,,
5664.5,0.023499718,,,
5674.5,7.42E-03,,,
5684.5,0.04974633,,,
5694.5,0.056451979,,,
5704.5,0.06591087,,,
5714.5,0.074135041,,,
5724.5,0.064934237,,,
5734.5,0.034772636,,,
5744.5,0.051966767,,,
5754.5,0.014429735,,,
5764.5,2.74E-03,,,
5774.5,-0.043685719,,,
5784.5,-0.029279147,,,
5794.5,-0.027344144,,,
5804.5,-0.016682613,,,
5814.5,0.014723948,,,
5824.5,0.018788315,,,
5834.5,-0.022562069,,,
5844.5,-0.066584761,,,
5854.5,-0.059645847,,,
5864.5,-0.081625013,,,
5874.5,-0.103450247,,,
5884.5,-0.032570152,,,
5894.5,-0.023095171,,,
5904.5,-0.010331516,,,
5914.5,3.26E-03,,,
5924.5,0.026012758,,,
5934.5,0.019839068,,,
5944.5,0.057676139,,,
5954.5,0.074964781,,,
5964.5,0.12653647,,,
5974.5,0.111834249,,,
5984.5,0.09804454,,,
5994.5,0.102246992,,,
6004.5,0.056724142,,,
6014.5,0.033561573,,,
6024.5,-8.23E-03,,,
6034.5,5.73E-03,,,
6044.5,-0.046675091,,,
6054.5,-0.022506806,,,
6064.5,-0.012578701,,,
6074.5,-0.016507896,,,
6084.5,0.021240705,,,
6094.5,4.78E-03,,,
6104.5,-3.33E-03,,,
6114.5,-0.046414876,,,
6124.5,-0.125539472,,,
6134.5,-0.091827749,,,
6144.5,-0.054578266,,,
6154.5,-0.028651492,,,
6164.5,-0.035944302,,,
6174.5,-0.052229949,,,
6184.5,-0.052276426,,,
6194.5,-0.061617147,,,
6204.5,-0.091705505,,,
6214.5,-0.104644217,,,
6224.5,-0.072107054,,,
6234.5,-8.18E-03,,,
6244.5,-6.60E-03,,,
6254.5,8.62E-04,,,
6264.5,0.04789373,,,
6274.5,0.096059978,,,
6284.5,0.152320576,,,
6294.5,0.176340146,,,
6304.5,0.215058999,,,
6314.5,0.233191881,,,
6324.5,0.246889538,,,
6334.5,0.272081844,,,
6344.5,0.264432052,,,
6354.5,0.229642517,,,
6364.5,0.245843303,,,
6374.5,0.253372518,,,
6384.5,0.271832529,,,
6394.5,0.292624723,,,
6404.5,0.281270091,,,
6414.5,0.209955137,,,
6424.5,0.176730181,,,
6434.5,0.097295571,,,
6444.5,0.083597467,,,
6454.5,0.101830751,,,
6464.5,0.092940627,,,
6474.5,0.111691804,,,
6484.5,0.117678986,,,
6494.5,0.067417838,,,
6504.5,-0.019938645,,,
6514.5,-0.021138922,,,
6524.5,-0.039547215,,,
6534.5,-0.035289939,,,
6544.5,-0.045764699,,,
6554.5,-0.033513338,,,
6564.5,-0.023718947,,,
6574.5,-0.033750083,,,
6584.5,-0.044888073,,,
6594.5,-0.063246557,,,
6604.5,-0.039198374,,,
6614.5,-0.056219142,,,
6624.5,-0.042376894,,,
6634.5,-7.10E-04,,,
6644.5,9.34E-03,,,
6654.5,0.05197113,,,
6664.5,0.033384931,,,
6674.5,0.034876368,,,
6684.5,0.103479729,,,
6694.5,0.10940971,,,
6704.5,0.099345782,,,
6714.5,0.06916931,,,
6724.5,-1.72E-04,,,
6734.5,-0.050403969,,,
6744.5,-0.042035703,,,
6754.5,-0.047277861,,,
6764.5,-0.034214355,,,
6774.5,0.027028313,,,
6784.5,-0.01135207,,,
6794.5,-6.19E-03,,,
6804.5,-0.039514935,,,
6814.5,-0.0506383,,,
6824.5,0.064867343,,,
6834.5,0.111876643,,,
6844.5,0.122224927,,,
6854.5,0.104313963,,,
6864.5,0.094112241,,,
6874.5,0.092728448,,,
6884.5,0.131982131,,,
6894.5,0.127496812,,,
6904.5,0.137741933,,,
6914.5,0.123887029,,,
6924.5,0.14519713,,,
6934.5,0.151240859,,,
6944.5,0.12242631,,,
6954.5,0.169980981,,,
6964.5,0.162450896,,,
6974.5,0.106106261,,,
6984.5,0.087640413,,,
6994.5,0.062222873,,,
7004.5,4.99E-03,,,
7014.5,0.032156096,,,
7024.5,0.013492323,,,
7034.5,0.025060811,,,
7044.5,0.138533259,,,
7054.5,0.073223651,,,
7064.5,0.162481132,,,
7074.5,0.235811588,,,
7084.5,0.222778733,,,
7094.5,0.229845387,,,
7104.5,0.215678551,,,
7114.5,0.202168659,,,
7124.5,0.199248064,,,
7134.5,0.295228915,,,
7144.5,0.296110666,,,
7154.5,0.262415568,,,
7164.5,0.129278533,,,
7174.5,0.154591846,,,
7184.5,0.148529096,,,
7194.5,0.098789923,,,
7204.5,0.031686107,,,
7214.5,2.65E-03,,,
7224.5,-0.011127013,,,
7234.5,5.84E-03,,,
7244.5,0.010654739,,,
7254.5,0.030596289,,,
7264.5,0.041032496,,,
7274.5,8.52E-03,,,
7284.5,-0.037376535,,,
7294.5,-0.046561458,,,
7304.5,-0.052316988,,,
7314.5,-0.080107056,,,
7324.5,-0.179106868,,,
7334.5,-0.172984935,,,
7344.5,-0.14664087,,,
7354.5,-0.149758161,,,
7364.5,-0.147349076,,,
7374.5,-0.168510697,,,
7384.5,-0.149683802,,,
7394.5,-0.145088219,,,
7404.5,-0.101594371,,,
7414.5,-0.164586436,,,
7424.5,-0.190059598,,,
7434.5,-0.203349189,,,
7444.5,-0.285272351,,,
7454.5,-0.324797494,,,
7464.5,-0.374331777,,,
7474.5,-0.41041628,,,
7484.5,-0.424092909,,,
7494.5,-0.430780141,,,
7504.5,-0.404964662,,,
7514.5,-0.42616362,,,
7524.5,-0.435167768,,,
7534.5,-0.197340827,,,
7544.5,-0.209916233,,,
7554.5,-0.18912599,,,
7564.5,-0.201943872,,,
7574.5,-0.2030134,,,
7584.5,-0.166739792,,,
7594.5,-0.180752282,,,
7604.5,-0.117162989,,,
7614.5,-0.158573476,,,
7624.5,-0.181017531,,,
7634.5,-0.197625666,,,
7644.5,-0.197464141,,,
7654.5,-0.173012561,,,
7664.5,-0.129212309,,,
7674.5,-0.086745348,,,
7684.5,-0.082074303,,,
7694.5,-0.172342998,,,
7704.5,-0.233716083,,,
7714.5,-0.279519359,,,
7724.5,-0.289202788,,,
7734.5,-0.308452684,,,
7744.5,-0.274101849,,,
7754.5,-0.234121515,,,
7764.5,-0.251472147,,,
7774.5,-0.330737407,,,
7784.5,-0.296453577,,,
7794.5,-0.29220834,,,
7804.5,-0.334460794,,,
7814.5,-0.362494866,,,
7824.5,-0.37031259,,,
7834.5,-0.383316611,,,
7844.5,-0.364699526,,,
7854.5,-0.361800392,,,
7864.5,-0.447427403,,,
7874.5,-0.490881276,,,
7884.5,-0.45795291,,,
7894.5,-0.326373722,,,
7904.5,-0.364397582,,,
7914.5,-0.367530756,,,
7924.5,-0.3422973,,,
7934.5,-0.336493127,,,
7944.5,-0.39770225,,,
7954.5,-0.373877144,,,
7964.5,-0.347548991,,,
7974.5,-0.455810143,,,
7984.5,-0.514874109,,,
7994.5,-0.533638913,,,
8004.5,-0.644613514,,,
8014.5,-0.639123092,,,
8024.5,-0.591908682,,,
8034.5,-0.643292757,,,
8044.5,-0.742389371,,,
8054.5,-0.704965308,,,
8064.5,-0.630725461,,,
8074.5,-0.670860579,,,
8084.5,-0.723794594,,,
8094.5,-0.733646085,,,
8104.5,-0.744861213,,,
8114.5,-0.68818394,,,
8124.5,-0.81800956,,,
8134.5,-0.93589324,,,
8144.5,-0.955910916,,,
8154.5,-0.958353346,,,
8164.5,-1.030945661,,,
8174.5,-1.082442224,,,
8184.5,-0.98039602,,,
8194.5,-0.884180623,,,
8204.5,-0.663163842,,,
8214.5,-0.584178503,,,
8224.5,-0.585682949,,,
8234.5,-0.58680232,,,
8244.5,-0.526000523,,,
8254.5,-0.679915048,,,
8264.5,-0.799268663,,,
8274.5,-0.754663842,,,
8284.5,-0.785170073,,,
8294.5,-0.915993743,,,
8304.5,-1.036329195,,,
8314.5,-1.004245073,,,
8324.5,-0.855385433,,,
8334.5,-0.887108043,,,
8344.5,-0.8920267,,,
8354.5,-0.883135234,,,
8364.5,-0.77641973,,,
8374.5,-0.757647941,,,
8384.5,-0.61424682,,,
8394.5,-0.745067953,,,
8404.5,-0.728257636,,,
8414.5,-0.741714802,,,
8424.5,-0.857194081,,,
8434.5,-0.8880386,,,
8444.5,-0.89605426,,,
8454.5,-0.920741479,,,
8464.5,-1.007965143,,,
8474.5,-0.966235658,,,
8484.5,-0.821843488,,,
8494.5,-0.790030549,,,
8504.5,-0.797292394,,,
8514.5,-0.830972676,,,
8524.5,-0.941112086,,,
8534.5,-0.92041258,,,
8544.5,-0.952843035,,,
8554.5,-0.869534197,,,
8564.5,-0.789648141,,,
8574.5,-0.911522926,,,
8584.5,-0.986848424,,,
8594.5,-0.974623067,,,
8604.5,-0.992816774,,,
8614.5,-0.960498723,,,
8624.5,-0.922416824,,,
8634.5,-0.823030978,,,
8644.5,-0.81790689,,,
8654.5,-0.874838583,,,
8664.5,-0.696201166,,,
8674.5,-0.774813073,,,
8684.5,-0.720284657,,,
8694.5,-0.738126161,,,
8704.5,-0.773275038,,,
8714.5,-0.984089126,,,
8724.5,-1.079941566,,,
8734.5,-1.087240701,,,
8744.5,-0.937996736,,,
8754.5,-1.02034334,,,
8764.5,-1.084522896,,,
8774.5,-1.036679756,,,
8784.5,-1.109932703,,,
8794.5,-1.102558173,,,
8804.5,-1.118527075,,,
8814.5,-1.032379172,,,
8824.5,-1.017593481,,,
8834.5,-1.077480463,,,
8844.5,-1.180326643,,,
8854.5,-1.099344167,,,
8864.5,-0.983974377,,,
8874.5,-0.981603478,,,
8884.5,-1.004286759,,,
8894.5,-0.931132955,,,
8904.5,-0.934384594,,,
8914.5,-0.962148639,,,
8924.5,-0.906441343,,,
8934.5,-0.932898014,,,
8944.5,-0.886946961,,,
8954.5,-1.000106302,,,
8964.5,-1.140764356,,,
8974.5,-1.162053089,,,
8984.5,-1.063608763,,,
8994.5,-0.979613982,,,
9004.5,-1.10220209,,,
9014.5,-1.10998597,,,
9024.5,-1.16614151,,,
9034.5,-1.198378066,,,
9044.5,-1.182224224,,,
9054.5,-1.243514697,,,
9064.5,-1.254716481,,,
9074.5,-1.24125209,,,
9084.5,-1.159651347,,,
9094.5,-1.115057809,,,
9104.5,-1.008007832,,,
9114.5,-0.900792538,,,
9124.5,-1.046368003,,,
9134.5,-1.063558246,,,
9144.5,-1.055890394,,,
9154.5,-1.085080075,,,
9164.5,-1.120561514,,,
9174.5,-1.121927342,,,
9184.5,-1.188468392,,,
9194.5,-1.203177584,,,
9204.5,-1.108535545,,,
9214.5,-1.067368349,,,
9224.5,-1.057137681,,,
9234.5,-1.113809841,,,
9244.5,-1.271812245,,,
9254.5,-1.17645888,,,
9264.5,-1.204075344,,,
9274.5,-1.212508862,,,
9284.5,-1.2335311,,,
9294.5,-1.185267432,,,
9304.5,-1.137807865,,,
9314.5,-1.086202434,,,
9324.5,-1.059305107,,,
9334.5,-1.080361396,,,
9344.5,-1.075960065,,,
9354.5,-1.086469243,,,
9364.5,-1.106835549,,,
9374.5,-1.09640122,,,
9384.5,-1.122325773,,,
9394.5,-1.225532922,,,
9404.5,-1.25350936,,,
9414.5,-1.295497873,,,
9424.5,-1.308402751,,,
9434.5,-1.176998194,,,
9444.5,-1.23634853,,,
9454.5,-1.273734165,,,
